user_id,user_x_m,user_y_m,request_weight,request_probability,is_daily_active,region,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m
224,613.8700906708394,843.5076176483661,0.0,0.0,False,tokyo,4,210.05079537408804,10,1050000.0
225,95.76743449102077,405.3460814575136,0.0,0.0,False,kagoshima,10,1050404.2651542828,0,101.5284880772299
226,593.7948604192866,65.443334264776,0.0,0.0,False,tokyo,1,283.52080209470313,11,1050000.0
227,32.40176992588495,671.2299478518673,1.0,0.0005,True,kagoshima,11,1050800.5982385878,3,134.66467984558508
228,652.6805520796405,364.97481317701465,0.0,0.0,False,tokyo,1,155.99275515564435,6,1050000.0
229,110.78065817642357,489.07882474218525,1.0,0.0005,True,kagoshima,6,1050056.230941488,0,165.8951895866119
230,561.2300602306103,628.8087133878885,0.0,0.0,False,tokyo,4,72.16435857771215,7,1050000.0
231,327.3397519517236,557.8418482083163,0.0,0.0,False,kagoshima,7,1050172.6843173553,3,193.9699413788552
232,508.4634179950349,900.8929171168736,0.0,0.0,False,tokyo,4,234.0459914666333,8,1050000.0
233,651.0502267902726,550.7531082953367,0.0,0.0,False,kagoshima,8,1050181.9723485431,4,190.60301898025781
234,598.3599650755017,865.989617216536,0.0,0.0,False,tokyo,4,221.97195879127935,9,1050000.0
235,712.1699615688834,109.04366364429363,0.0,0.0,False,kagoshima,9,1049454.9783607991,2,254.47266804341757
236,948.3396529300836,519.6251623217922,0.0,0.0,False,tokyo,5,187.14320270506818,10,1050000.0
237,307.4487961444967,95.25748116930599,1.0,0.0005,True,kagoshima,10,1050192.706836974,0,276.1292624811816
238,305.3852543517429,544.9928734699921,0.0,0.0,False,tokyo,3,184.48907161700916,11,1050000.0
239,238.297755055349,967.5434600766989,0.0,0.0,False,kagoshima,11,1050594.7452331537,3,308.8846730914418
240,18.152478059973443,351.52848859179244,0.0,0.0,False,tokyo,0,149.9962988782819,6,1050000.0
241,89.94419292365873,526.9557885408575,0.0,0.0,False,kagoshima,6,1050077.0737194987,3,159.84360658906363
242,720.0114264201733,164.4973237626528,0.0,0.0,False,tokyo,2,202.87821385933032,7,1050000.0
243,110.65107755950032,176.7112110076101,0.0,0.0,False,kagoshima,7,1050389.360549646,0,166.13665045652397
244,529.3347670741434,174.6546828647282,0.0,0.0,False,tokyo,1,161.0396473479871,8,1050000.0
245,275.82335432713825,952.978960147564,0.0,0.0,False,kagoshima,8,1050557.3595837776,3,305.9844572753522
246,434.5729239139896,137.31873752326874,0.0,0.0,False,tokyo,1,206.3294907899789,9,1050000.0
247,378.4348899861385,827.3907594782837,0.0,0.0,False,kagoshima,9,1049788.5773625742,4,201.2542464116047
248,291.14827253519826,39.942324934206795,0.0,0.0,False,tokyo,0,318.26968829664236,10,1050000.0
249,683.4325835060229,561.4711900998673,0.0,0.0,False,kagoshima,10,1049816.5727204347,5,183.04846843287484
250,216.73856203825437,665.7475269745208,0.0,0.0,False,tokyo,3,49.754328880136974,11,1050000.0
251,495.0398301226242,934.5488073371223,1.0,0.0005,True,kagoshima,11,1050337.9942457492,4,267.59478244676035
252,315.8796769335613,104.78639945886437,0.0,0.0,False,tokyo,0,272.4823034176543,6,1050000.0
253,20.132077560281793,768.118008614032,1.0,0.0005,True,kagoshima,6,1050146.9580658658,3,178.31163256452598
254,152.2969717743584,218.51762602753632,0.0,0.0,False,tokyo,0,115.42267103725784,7,1050000.0
255,382.7951747301923,618.7090986692879,0.0,0.0,False,kagoshima,7,1050117.243692211,4,126.76348929348202
256,714.4179103803275,476.29299026144633,0.0,0.0,False,tokyo,2,185.9962178019623,8,1050000.0
257,604.1756226634919,831.2823631899334,0.0,0.0,False,kagoshima,8,1050228.9425826713,4,194.52828897771002
258,215.88254692509366,919.7549899018223,0.0,0.0,False,tokyo,3,257.4385136574446,9,1050000.0
259,599.4918744931232,306.2607970104405,0.0,0.0,False,kagoshima,9,1049567.5701190268,1,103.02241536031003
260,788.3881791976831,63.399826953895236,0.0,0.0,False,tokyo,2,273.2662947781663,10,1050000.0
261,115.1893425095909,239.42542072183215,0.0,0.0,False,kagoshima,10,1050384.8976827462,0,106.96048857720595
