user_id,request_weight
202,1.8296
203,1.5746
204,1.5103
205,0.9661
206,0.3670
207,1.5883
208,0.6750
209,1.6116
210,1.9533
211,0.8017
212,0.8128
213,1.9036
214,1.4596
215,0.3500
216,0.2641
217,0.3123
218,1.8197
219,1.6230
220,0.3023
221,1.6630
222,1.9706
223,1.3245
224,0.7108
225,1.1073
226,0.2720
227,0.0385
228,1.9518
229,1.3093
230,1.0632
231,1.8772
232,0.8776
233,1.7535
234,1.6623
235,0.4321
236,0.5137
237,0.5959
238,0.4911
239,1.1829
240,0.5287
241,0.8480
242,0.2721
243,1.8300
244,0.7176
245,0.9263
246,1.1767
247,1.8186
248,0.8513
249,1.8454
250,1.0133
251,1.0736
252,1.0570
253,0.0474
254,0.8902
255,0.3762
256,0.0179
257,1.6083
258,0.3547
259,0.9570
260,1.4604
261,1.1230
262,0.6620
263,1.0467
264,1.1209
265,1.5785
266,0.2222
267,1.1306
268,0.5070
269,0.5638
270,1.5545
271,1.0254
272,1.1335
273,1.5300
274,1.8350
275,0.8965
276,1.2351
277,1.0211
278,1.0343
279,1.3955
280,0.9147
281,1.0766
282,0.9661
283,1.8930
284,1.4084
285,1.7631
286,1.8944
287,0.5292
288,1.1290
289,1.8965
290,1.6900
291,0.2843
292,0.2532
293,0.8942
294,0.1551
295,0.4913
296,0.1562
297,1.3489
298,1.5779
299,1.8041
300,0.3189
301,1.4422
302,1.3305
303,0.2960
304,1.7757
305,1.9451
306,0.4492
307,1.9150
308,0.8065
309,0.9845
310,1.9897
311,1.6749
312,0.3329
313,0.8730
314,1.0412
315,0.6882
316,0.4015
317,0.6471
318,1.4543
319,0.0490
320,1.1181
321,0.8909
322,0.0462
323,0.6730
324,1.2579
325,1.0345
326,0.1386
327,1.9802
328,1.5867
329,1.9534
330,0.2196
331,0.5411
332,0.0892
333,1.5680
334,0.5509
335,0.2691
336,0.8545
337,1.8328
338,1.6480
339,0.5272
340,0.3087
341,1.8483
342,1.1512
343,1.4108
344,0.1889
345,0.1251
346,1.3864
347,0.8606
348,0.1548
349,1.8867
350,1.2789
351,1.6133
352,0.1775
353,1.7225
354,0.1432
355,1.7355
356,0.9175
357,0.6883
358,1.1161
359,1.8633
360,0.5457
361,0.2684
362,1.0638
363,0.4869
364,0.2289
365,0.3329
366,0.1108
367,0.4135
368,0.6340
369,0.6200
370,1.5290
371,0.5899
372,1.0102
373,0.3658
374,0.7040
375,0.0463
376,0.5109
377,0.0407
378,1.4762
379,1.1121
380,0.3889
381,0.9595
382,1.8793
383,0.2226
384,1.6478
385,0.8744
386,1.0000
387,1.6792
388,0.7962
389,1.0234
390,1.3855
391,1.9749
392,0.6954
393,1.6746
394,1.4235
395,1.2820
396,0.8194
397,0.7051
398,0.1188
399,0.2696
400,0.1514
401,1.4918
402,0.5212
403,0.3365
404,0.1790
405,1.6925
406,1.7511
407,1.3511
408,0.5739
409,0.4944
410,0.5961
411,0.9289
412,0.3251
413,0.9016
414,0.5365
415,1.9336
416,1.9552
417,1.1041
418,0.4989
419,1.9413
420,0.6291
421,0.7232
422,0.0121
423,0.7733
424,0.9593
425,1.0155
426,0.4120
427,1.0195
428,0.0199
429,0.5383
430,0.1895
431,0.8090
432,0.0933
433,0.0550
434,0.6185
435,0.4756
436,1.1812
437,1.0684
438,1.5111
439,1.3251
440,1.4420
441,1.7682
442,0.7890
443,0.6623
444,1.9795
445,0.3089
446,1.4583
447,1.2964
448,0.0976
449,1.6806
450,1.7939
451,1.2647
452,1.4777
453,1.6344
454,0.2886
455,1.0575
456,1.0187
457,1.6799
458,1.6194
459,1.6628
460,1.1781
461,1.7957
462,1.3758
463,1.3967
464,0.4699
465,0.0723
466,0.2762
467,0.7314
468,0.2198
469,1.6816
470,1.1271
471,1.2655
472,1.2625
473,1.3713
474,0.9886
475,0.0166
476,1.6054
477,1.5065
478,1.0159
479,1.0804
480,1.3286
481,0.1421
482,1.4836
483,0.5144
484,0.1589
485,0.5411
486,1.4687
487,0.4204
488,1.4897
489,1.9615
490,0.9979
491,0.7751
492,0.9680
493,1.3774
494,1.5439
495,1.2439
496,1.2955
497,0.1649
498,0.3049
499,0.5179
500,1.4964
501,0.6188
502,1.1455
503,0.0349
504,0.1313
505,0.5475
506,1.3540
507,1.3944
508,1.3614
509,0.5917
510,1.0431
511,0.9393
512,0.9427
513,0.2470
514,1.7973
515,0.4085
516,1.9663
517,1.8825
518,0.0450
519,0.9279
520,1.6498
521,1.9462
522,0.9089
523,0.5473
524,0.4297
525,1.9012
526,0.4314
527,1.1729
528,0.2935
529,1.0581
530,1.9155
531,0.2752
532,1.6504
533,1.0275
534,1.7837
535,1.4167
536,0.4728
537,1.8054
538,0.9823
539,0.0597
540,0.0172
541,0.9934
542,0.9115
543,0.6139
544,0.2914
545,0.6979
546,0.6422
547,1.6905
548,0.0135
549,1.5115
550,1.6882
551,0.2501
552,1.8628
553,1.4360
554,1.8131
555,0.5897
556,0.7544
557,0.7958
558,2.0076
559,1.1884
560,0.7314
561,0.8661
562,0.5603
563,0.1065
564,0.2134
565,1.6794
566,0.5812
567,1.8812
568,0.5086
569,0.5415
570,1.0319
571,0.3897
572,0.7567
573,1.9223
574,1.7785
575,1.6339
576,1.2718
577,1.8368
578,1.8914
579,1.1085
580,1.4491
581,0.1090
582,1.4747
583,0.9117
584,1.5153
585,1.2990
586,0.5824
587,0.1080
588,1.8636
589,0.2646
590,0.9544
591,0.6973
592,0.6055
593,1.4881
594,1.9626
595,0.5303
596,1.3220
597,0.6117
598,1.1246
599,0.7987
600,0.3447
601,0.3333
602,0.4257
603,1.8219
604,1.0042
605,0.4501
606,1.8225
607,2.0030
608,0.9099
609,0.2892
610,0.3948
611,0.1914
612,0.6939
613,0.1922
614,0.4883
615,0.5267
616,1.1492
617,1.7845
618,1.5093
619,0.8356
620,0.8378
621,1.0583
622,0.7637
623,0.6864
624,0.1341
625,0.5650
626,1.9454
627,0.2617
628,1.0168
629,1.2693
630,1.7357
631,0.4419
632,0.5520
633,0.5069
634,0.8095
635,0.9017
636,1.9179
637,1.7074
638,1.7558
639,0.0536
640,0.0745
641,1.4290
642,1.8014
643,0.9565
644,1.1844
645,0.0104
646,0.7930
647,1.8637
648,1.6612
649,1.7209
650,1.9545
651,0.5069
652,0.2281
653,0.3188
654,1.0547
655,1.3742
656,1.8930
657,1.4535
658,1.3047
659,1.5396
660,0.9247
661,1.1130
662,0.0891
663,1.5746
664,0.4752
665,1.8498
666,1.3010
667,0.6176
668,0.2659
669,0.5136
670,1.2826
671,1.4072
672,0.2343
673,0.1507
674,1.0589
675,1.1758
676,0.7862
677,0.4572
678,1.2121
679,0.0309
680,0.6130
681,0.9314
682,1.9279
683,1.2992
684,1.7775
685,0.9606
686,0.4795
687,0.5041
688,1.9312
689,1.4193
690,0.6248
691,0.0536
692,1.0066
693,1.3589
694,0.8500
695,0.5245
696,1.3447
697,1.8603
698,0.4636
699,0.0782
700,0.6861
701,0.8511
702,1.3751
703,0.4062
704,1.6041
705,1.4883
706,1.0198
707,0.4204
708,1.9497
709,0.6334
710,1.6500
711,0.4716
712,0.4529
713,1.5309
714,0.5999
715,1.9139
716,1.0015
717,0.3846
718,0.4566
719,0.8441
720,1.3406
721,1.9075
722,0.3028
723,0.7969
724,0.4359
725,1.9582
726,0.2938
727,0.1137
728,0.1303
729,0.7966
730,1.8063
731,1.7772
732,1.4754
733,2.0051
734,1.8732
735,0.6685
736,0.3810
737,1.8818
738,1.5026
739,0.0738
740,1.3389
741,0.7672
742,0.7578
743,0.6734
744,0.3485
745,0.0157
746,0.5696
747,0.7129
748,1.9210
749,0.2574
750,1.9385
751,0.4248
752,0.7233
753,1.6531
754,1.6540
755,0.8749
756,0.1085
757,0.9569
758,0.7554
759,1.8490
760,0.3961
761,0.7385
762,1.8040
763,0.0706
764,0.8316
765,1.6336
766,1.5433
767,0.0913
768,0.0797
769,0.1352
770,1.8502
771,0.5240
772,1.5046
773,1.8071
774,0.6881
775,0.5546
776,1.9254
777,1.2440
778,0.5343
779,1.4433
780,0.6430
781,0.5613
782,0.0175
783,1.5213
784,1.8429
785,1.2780
786,1.8965
787,0.0585
788,0.4777
789,0.9604
790,1.9236
791,1.9178
792,0.7830
793,0.5121
794,0.8699
795,0.9969
796,1.8662
797,0.3759
798,1.6151
799,1.4870
800,1.6555
801,1.5556
802,1.2245
803,0.6656
804,0.6491
805,0.7337
806,1.5745
807,0.1680
808,0.4046
809,1.5158
810,0.5046
811,0.1395
812,0.0777
813,1.1152
814,0.6615
815,1.9705
816,1.7769
817,1.9856
818,0.5398
819,0.1782
820,0.2028
821,1.0070
822,1.4295
823,0.9039
824,0.4784
825,0.8437
826,1.2506
827,1.3582
828,1.5060
829,1.7040
830,1.3389
831,0.2523
832,1.6917
833,0.5976
834,1.1438
835,0.7559
836,1.4861
837,0.4084
838,0.5049
839,0.5007
840,0.3166
841,1.7783
842,1.1666
843,0.6627
844,0.8021
845,1.9949
846,1.0246
847,0.4728
848,1.6269
849,1.3167
850,1.9919
851,0.2147
852,0.9595
853,1.6482
854,1.6911
855,1.8388
856,0.0907
857,0.5974
858,0.2484
859,0.3891
860,1.9559
861,1.1764
862,1.8703
863,0.7545
864,1.7423
865,0.9082
866,0.5299
867,1.5656
868,1.9014
869,0.2216
870,1.2023
871,1.2499
872,0.4453
873,0.7474
874,0.2927
875,0.4180
876,0.5198
877,1.2088
878,1.3133
879,0.4169
880,0.0328
881,0.6645
882,1.3666
883,0.3803
884,0.6344
885,0.4168
886,1.6006
887,1.1061
888,0.1365
889,0.2128
890,0.8006
891,1.1103
892,1.2884
893,0.1923
894,0.3374
895,1.4008
896,0.8296
897,0.5766
898,0.6252
899,1.9164
900,0.6347
901,1.1430
902,0.7244
903,0.8429
904,1.7385
905,2.0032
906,0.7376
907,0.4044
908,1.4661
909,0.4173
910,0.0218
911,1.8133
912,0.8575
913,1.6507
914,0.8224
915,1.7757
916,0.9318
917,0.3351
918,0.0397
919,1.1131
920,1.2913
921,1.8296
922,0.1881
923,1.2544
924,0.7517
925,1.0189
926,0.3018
927,0.5766
928,1.0523
929,1.8610
930,0.2276
931,0.9910
932,1.6196
933,1.9438
934,0.4047
935,0.2633
936,1.8962
937,1.9611
938,0.9755
939,0.1167
940,1.8623
941,0.7858
942,1.8184
943,1.2507
944,1.6591
945,0.3306
946,1.5817
947,0.4542
948,0.8190
949,1.7027
950,1.6684
951,0.3759
952,0.4463
953,0.8095
954,1.0458
955,0.7772
956,0.2561
957,0.5041
958,1.4598
959,1.8046
960,0.0922
961,1.1347
962,1.5249
963,0.0863
964,1.6864
965,0.2455
966,1.2090
967,1.1101
968,1.2641
969,0.6224
970,0.8501
971,1.1752
972,0.8615
973,1.3277
974,0.9036
975,0.8867
976,0.0568
977,1.2478
978,0.9890
979,0.4805
980,1.5371
981,1.5699
982,0.9266
983,0.3691
984,0.9564
985,0.2242
986,0.2669
987,0.8712
988,0.1934
989,0.8939
990,1.0303
991,0.0915
992,1.2829
993,0.1745
994,1.4770
995,1.5653
996,1.0330
997,0.1185
998,1.0178
999,0.7657
1000,1.9117
1001,0.2824
1002,1.7241
1003,2.0022
1004,1.4742
1005,1.6400
1006,0.3974
1007,1.9735
1008,0.9937
1009,1.9233
1010,1.8421
1011,0.3402
1012,1.5868
1013,1.8712
1014,0.1410
1015,0.7118
1016,1.5224
1017,0.3275
1018,1.8031
1019,0.5600
1020,1.6413
1021,0.2971
1022,1.0144
1023,1.8498
1024,0.4266
1025,0.5357
1026,1.0220
1027,0.6482
1028,0.0837
1029,0.3742
1030,0.3325
1031,1.8828
1032,1.3694
1033,1.8008
1034,0.3475
1035,1.5797
1036,0.2402
1037,1.0714
1038,1.2826
1039,0.7296
1040,1.7559
1041,1.1204
1042,1.1701
1043,1.7751
1044,0.2192
1045,1.9959
1046,1.2696
1047,0.7985
1048,1.6053
1049,0.5395
1050,1.9910
1051,1.1647
1052,0.7305
1053,1.5393
1054,0.8946
1055,0.3635
1056,1.4972
1057,0.1066
1058,1.6496
1059,0.5173
1060,1.2885
1061,1.9781
1062,1.1817
1063,1.3374
1064,0.6353
1065,0.0136
1066,0.0776
1067,0.3087
1068,1.2421
1069,0.8745
1070,1.0354
1071,1.8011
1072,0.2740
1073,0.4645
1074,1.3162
1075,0.0546
1076,0.0152
1077,0.7199
1078,0.2227
1079,0.7243
1080,0.4585
1081,1.1772
1082,1.1882
1083,0.4184
1084,1.2579
1085,0.9598
1086,0.2795
1087,1.8832
1088,0.4972
1089,0.3086
1090,0.2016
1091,1.2864
1092,1.7526
1093,1.5743
1094,0.8139
1095,0.5385
1096,0.0330
1097,1.2999
1098,1.1347
1099,0.7107
1100,1.3012
1101,0.8975
1102,1.8843
1103,1.4770
1104,0.5070
1105,1.8170
1106,0.0980
1107,1.0731
1108,0.8220
1109,0.4853
1110,0.1268
1111,1.5677
1112,0.0347
1113,1.1118
1114,1.8918
1115,0.2945
1116,0.4090
1117,1.2262
1118,1.0239
1119,1.2931
1120,1.6368
1121,0.3593
1122,0.6288
1123,0.6105
1124,0.1070
1125,1.7887
1126,1.5759
1127,1.4408
1128,0.0227
1129,1.6989
1130,1.5004
1131,0.9405
1132,1.4935
1133,0.9150
1134,0.4619
1135,0.2206
1136,0.4746
1137,0.0876
1138,0.6810
1139,1.5093
1140,1.4002
1141,1.7007
1142,1.4334
1143,0.5420
1144,1.1176
1145,0.8821
1146,1.5869
1147,1.0565
1148,0.5406
1149,1.2940
1150,1.9403
1151,0.4440
1152,1.7701
1153,0.0405
1154,0.5307
1155,0.4822
1156,1.4978
1157,1.8994
1158,1.5023
1159,0.6637
1160,1.7703
1161,0.6671
1162,0.4883
1163,1.8251
1164,1.2714
1165,1.3957
1166,1.3405
1167,1.9680
1168,0.9490
1169,1.6894
1170,1.4052
1171,1.7250
1172,0.8844
1173,1.4592
1174,1.1507
1175,0.6255
1176,0.4339
1177,1.2552
1178,0.1656
1179,1.8316
1180,0.2992
1181,0.0638
1182,0.2234
1183,1.8679
1184,0.6997
1185,0.2937
1186,0.0675
1187,0.0933
1188,1.3953
1189,1.2778
1190,1.4040
1191,1.4836
1192,0.1415
1193,1.1909
1194,0.7368
1195,1.6451
1196,1.6491
1197,1.7926
1198,0.1419
1199,1.7456
1200,1.8388
1201,1.8987
1202,0.2242
1203,0.4214
1204,0.2339
1205,0.0789
1206,1.7054
1207,1.6340
1208,1.2783
1209,1.6601
1210,1.2731
1211,0.5847
1212,0.2098
1213,0.2057
1214,1.5247
1215,0.4200
1216,0.6483
1217,0.8575
1218,0.0518
1219,0.5234
1220,0.5752
1221,1.4415
1222,0.7460
1223,0.6517
1224,1.9380
1225,1.0175
1226,1.7128
1227,1.2466
1228,0.0720
1229,0.8358
1230,0.8829
1231,1.5561
1232,0.7036
1233,1.4193
1234,1.0858
1235,0.4431
1236,1.7345
1237,0.1918
1238,1.6496
1239,0.3507
1240,0.0126
1241,0.4141
1242,1.5344
1243,1.9657
1244,0.0187
1245,0.9916
1246,0.9930
1247,1.6035
1248,0.3790
1249,0.9992
1250,0.7044
1251,1.6737
1252,0.5312
1253,1.8977
1254,0.5775
1255,0.4394
1256,1.4090
1257,1.0066
1258,0.2298
1259,1.2831
1260,0.1718
1261,1.5858
1262,1.4043
1263,1.5839
1264,1.2659
1265,0.7212
1266,0.8125
1267,0.7992
1268,1.7908
1269,0.1823
1270,1.7869
1271,0.0603
1272,0.4222
1273,0.5364
1274,1.8124
1275,1.0124
1276,0.7686
1277,1.7780
1278,0.4772
1279,0.9318
1280,1.0731
1281,1.5190
1282,1.5160
1283,1.3026
1284,0.7070
1285,0.6633
1286,0.3207
1287,1.6962
1288,1.3342
1289,1.4940
1290,0.3491
1291,0.8876
1292,1.5569
1293,1.1683
1294,0.2621
1295,0.9340
1296,1.7803
1297,0.4859
1298,0.3931
1299,0.6130
1300,1.4163
1301,1.6973
1302,0.3192
1303,0.3220
1304,0.5052
1305,0.6631
1306,1.0544
1307,0.3318
1308,0.6662
1309,0.3885
1310,1.9603
1311,1.4675
1312,0.2136
1313,1.9348
1314,0.2133
1315,0.7785
1316,1.9777
1317,1.5998
1318,1.4766
1319,0.8798
1320,0.4024
1321,1.2860
1322,0.2237
1323,0.4229
1324,0.7867
1325,0.0779
1326,0.8080
1327,1.5920
1328,1.3969
1329,1.0110
1330,1.2748
1331,0.9366
1332,0.2936
1333,1.2174
1334,0.8194
1335,1.4919
1336,1.8260
1337,0.8701
1338,1.1580
1339,1.5082
1340,0.8523
1341,0.4671
1342,1.4544
1343,1.7702
1344,1.5581
1345,1.4102
1346,1.7149
1347,1.3692
1348,1.2931
1349,0.9178
1350,0.6360
1351,1.2666
1352,0.2057
1353,0.8492
1354,1.5748
1355,1.4363
1356,1.2692
1357,0.5101
1358,0.8572
1359,0.9204
1360,1.2531
1361,0.8287
1362,1.3605
1363,1.8704
1364,0.3761
1365,1.3190
1366,1.5664
1367,0.7874
1368,0.9897
1369,1.9592
1370,0.0863
1371,1.0967
1372,0.3317
1373,1.5736
1374,1.8912
1375,1.0484
1376,0.2122
1377,1.1591
1378,1.0921
1379,1.4446
1380,1.0344
1381,1.2885
1382,1.6680
1383,1.0534
1384,0.8307
1385,1.9059
1386,0.4302
1387,1.3787
1388,0.7950
1389,1.5354
1390,0.2548
1391,1.9789
1392,0.7209
1393,0.1232
1394,0.5587
1395,0.8094
1396,0.0366
1397,0.8472
1398,0.8511
1399,1.4065
1400,0.7143
1401,0.5403
1402,0.4589
1403,1.4929
1404,1.8899
1405,1.0642
1406,0.4478
1407,1.6130
1408,0.7939
1409,0.4340
1410,0.2686
1411,1.5632
1412,1.6291
1413,1.2786
1414,0.9483
1415,1.1341
1416,0.4620
1417,1.9377
1418,0.7163
1419,1.2876
1420,1.6475
1421,1.6424
1422,0.9462
1423,0.5987
1424,1.1065
1425,0.2603
1426,1.6775
1427,0.7195
1428,1.7113
1429,0.5448
1430,0.7623
1431,0.5171
1432,0.8622
1433,0.3818
1434,0.0154
1435,1.4536
1436,0.5724
1437,0.4999
1438,0.6136
1439,0.9691
1440,0.8670
1441,1.2846
1442,1.3285
1443,0.7349
1444,1.8675
1445,1.7189
1446,0.1241
1447,1.6658
1448,1.8216
1449,1.5781
1450,0.2908
1451,1.6727
1452,1.2763
1453,0.0400
1454,0.0330
1455,1.9135
1456,1.3219
1457,0.5101
1458,0.2130
1459,0.2955
1460,0.4773
1461,1.5626
1462,0.7029
1463,0.3153
1464,1.8182
1465,1.5933
1466,0.3458
1467,1.7923
1468,1.2267
1469,1.5726
1470,1.3469
1471,1.7978
1472,1.5861
1473,1.6876
1474,0.4047
1475,1.3956
1476,1.0716
1477,1.4938
1478,0.8872
1479,1.7754
1480,1.1201
1481,0.5390
1482,0.4784
1483,0.2887
1484,0.9962
1485,0.1269
1486,0.9442
1487,0.2988
1488,0.9927
1489,1.0064
1490,1.0891
1491,1.7358
1492,0.0232
1493,1.6915
1494,0.9459
1495,1.1351
1496,1.3406
1497,1.6911
1498,0.7599
1499,0.8476
1500,1.9312
1501,0.1608
1502,1.2841
1503,1.2823
1504,0.0671
1505,1.2294
1506,1.3752
1507,1.8730
1508,0.6709
1509,1.9734
1510,1.0313
1511,0.9794
1512,1.8051
1513,0.0778
1514,1.4464
1515,1.2606
1516,0.6872
1517,1.7334
1518,0.7423
1519,0.9591
1520,1.0611
1521,1.5511
1522,0.4315
1523,0.8804
1524,0.8548
1525,1.1181
1526,1.6634
1527,0.5958
1528,1.6655
1529,0.8175
1530,1.0175
1531,0.5534
1532,1.0228
1533,1.9600
1534,1.3191
1535,1.5939
1536,0.6718
1537,0.6442
1538,0.6084
1539,1.1829
1540,1.2796
1541,1.5784
1542,0.0901
1543,1.4554
1544,1.7812
1545,1.1008
1546,0.1094
1547,0.6108
1548,0.0224
1549,0.3899
1550,1.8529
1551,1.2274
1552,1.3260
1553,1.5881
1554,1.8296
1555,1.2335
1556,1.2434
1557,1.2636
1558,1.4028
1559,1.2026
1560,1.3720
1561,0.4350
1562,1.3440
1563,0.9258
1564,1.5353
1565,0.2127
1566,0.3726
1567,0.0840
1568,1.5591
1569,1.8382
1570,1.3214
1571,0.7477
1572,1.6552
1573,1.5831
1574,1.1342
1575,0.5260
1576,0.6141
1577,0.8536
1578,0.6470
1579,0.8714
1580,1.2935
1581,1.8777
1582,0.1192
1583,1.1450
1584,0.0888
1585,0.2477
1586,1.6307
1587,1.1606
1588,1.8473
1589,0.9029
1590,0.0383
1591,0.7843
1592,1.1939
1593,1.8854
1594,1.9716
1595,0.9609
1596,0.8348
1597,0.2141
1598,1.2990
1599,0.4346
1600,0.3135
1601,0.0411
1602,0.0196
1603,1.3775
1604,0.2533
1605,1.9427
1606,0.1863
1607,1.7491
1608,0.2679
1609,0.0456
1610,1.4487
1611,0.4945
1612,1.4771
1613,0.3848
1614,0.1103
1615,1.5580
1616,1.4371
1617,1.7210
1618,1.4694
1619,0.1786
1620,1.2672
1621,1.4285
1622,0.9312
1623,1.8747
1624,0.5181
1625,1.9386
1626,1.4444
1627,0.0328
1628,0.0395
1629,1.3114
1630,1.6447
1631,0.1694
1632,0.6321
1633,1.4689
1634,0.3420
1635,1.7319
1636,0.9827
1637,0.1296
1638,0.7451
1639,1.1599
1640,0.8874
1641,1.3638
1642,0.2998
1643,1.6047
1644,0.7365
1645,1.2998
1646,1.2694
1647,0.8459
1648,0.7815
1649,1.5825
1650,1.8998
1651,1.5792
1652,1.1436
1653,0.5948
1654,0.1313
1655,1.9579
1656,1.4165
1657,1.6648
1658,0.6741
1659,1.2216
1660,1.9649
1661,1.6726
1662,1.2123
1663,0.6272
1664,0.8671
1665,1.7862
1666,0.7634
1667,1.3796
1668,1.2136
1669,1.8022
1670,1.6250
1671,0.5766
1672,0.0134
1673,0.5361
1674,0.8550
1675,1.1833
1676,1.6420
1677,1.7849
1678,0.0946
1679,1.6765
1680,1.6335
1681,1.7444
1682,1.1538
1683,0.5577
1684,1.7124
1685,1.6241
1686,1.3793
1687,1.8375
1688,0.7037
1689,0.1801
1690,1.1173
1691,1.6048
1692,0.4109
1693,1.5104
1694,1.8734
1695,0.4781
1696,1.2238
1697,1.3653
1698,0.9406
1699,0.4232
1700,0.5195
1701,1.5123
1702,1.5933
1703,0.9294
1704,0.1854
1705,1.6231
1706,1.5543
1707,0.4757
1708,1.1692
1709,1.8039
1710,1.7802
1711,1.0537
1712,0.9632
1713,1.1887
1714,0.3883
1715,0.3946
1716,0.3714
1717,1.4121
1718,0.7357
1719,1.1389
1720,0.8150
1721,1.0444
1722,0.3080
1723,0.0992
1724,2.0043
1725,0.7581
1726,0.2222
1727,1.2755
1728,1.5847
1729,0.3223
1730,1.2044
1731,0.6998
1732,1.0489
1733,0.0511
1734,0.0772
1735,1.9908
1736,1.7422
1737,0.9826
1738,1.1444
1739,0.5332
1740,1.5684
1741,0.8619
1742,1.9030
1743,1.5445
1744,1.6477
1745,1.9369
1746,0.5180
1747,0.0857
1748,0.4120
1749,0.3715
1750,0.1773
1751,0.1120
1752,1.1248
1753,1.7513
1754,0.9266
1755,1.9044
1756,1.8298
1757,0.1384
1758,1.2061
1759,0.8048
1760,0.2498
1761,1.9286
1762,0.5244
1763,1.1390
1764,1.2913
1765,1.9228
1766,1.3494
1767,0.7962
1768,0.9067
1769,0.3295
1770,1.9415
1771,1.9934
1772,0.4534
1773,0.0873
1774,0.5217
1775,0.7140
1776,1.8155
1777,1.8191
1778,1.6844
1779,0.1041
1780,1.5827
1781,1.4292
1782,1.3034
1783,1.9809
1784,0.1215
1785,0.2996
1786,1.5199
1787,1.8888
1788,1.3638
1789,0.6076
1790,1.1929
1791,1.5258
1792,0.2208
1793,0.6578
1794,0.5240
1795,0.2583
1796,0.9726
1797,0.3472
1798,0.4869
1799,0.2963
1800,1.3653
1801,0.0352
1802,1.4445
1803,0.4002
1804,0.0820
1805,1.8654
1806,0.4511
1807,1.8780
1808,1.7435
1809,1.7874
1810,0.2895
1811,0.9045
1812,0.2040
1813,1.8676
1814,1.6945
1815,1.2667
1816,0.9147
1817,0.6896
1818,1.6561
1819,0.9651
1820,1.2664
1821,0.2955
1822,0.4533
1823,0.1235
1824,1.4374
1825,1.1167
1826,0.2994
1827,1.7514
1828,0.5428
1829,0.8336
1830,0.3214
1831,0.5522
1832,1.6891
1833,0.6790
1834,0.3456
1835,0.9920
1836,0.6461
1837,1.8163
1838,0.2383
1839,1.9672
1840,0.1237
1841,1.8001
1842,1.3466
1843,0.4323
1844,0.9649
1845,0.5825
1846,0.5256
1847,0.4132
1848,0.7386
1849,1.9920
1850,2.0062
1851,1.8602
1852,0.2051
1853,0.5889
1854,1.8024
1855,0.1250
1856,1.4629
1857,0.5970
1858,1.9673
1859,0.0421
1860,1.6240
1861,0.6918
1862,0.2903
1863,0.0138
1864,1.6745
1865,1.0632
1866,0.3816
1867,0.8805
1868,1.8340
1869,0.4465
1870,1.1527
1871,0.2861
