user_id,user_x_m,user_y_m,request_weight,request_probability,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m,segment
36,220.7031312633543,179.29218823760482,1.0,3.7037037037037037e-05,1,81.04604798720014,0,138.37634202388202,campus
37,271.55946603606014,81.37046509151747,1.0,3.7037037037037037e-05,1,44.28904281982853,0,183.22054338451724,campus
38,158.77319201280608,215.22123124115078,1.0,3.7037037037037037e-05,0,111.55854421644516,1,151.78214689499305,campus
39,252.47844900878937,0.0,1.0,3.7037037037037037e-05,1,127.85829933639317,0,202.03101267550775,campus
40,194.50602311554937,86.22211725298362,1.0,3.7037037037037037e-05,1,94.33235165180979,0,108.05592248642606,campus
41,474.2226633587981,160.01692630135435,1.0,3.7037037037037037e-05,2,35.891358035478284,3,183.98455491813715,campus
42,301.7367691123794,157.36377672410924,1.0,3.7037037037037037e-05,1,38.87450909253174,2,169.14983404107016,campus
43,89.35141648513972,174.4108398195808,1.0,3.7037037037037037e-05,0,49.86527560890725,1,197.62162574100665,campus
44,95.49480231112761,121.51261732074569,1.0,3.7037037037037037e-05,0,3.7570231847308246,1,185.15731683251366,campus
45,78.35845096118435,31.876275967409654,1.0,3.7037037037037037e-05,0,94.07887802424905,1,222.55738047702135,campus
46,146.63103806776184,98.58767590537852,1.0,3.7037037037037037e-05,0,59.17351039019065,1,136.51810744454676,campus
47,138.0888720293422,146.82117572471589,1.0,3.7037037037037037e-05,0,49.7277748654761,1,144.2384372734415,campus
48,529.6091837533572,463.175197686533,1.0,3.7037037037037037e-05,6,108.41836876415438,7,153.5999063673983,campus
49,139.00786959961792,748.3314773547884,1.0,3.7037037037037037e-05,8,132.75071472810976,9,188.70816105858293,campus
50,66.13632022993755,97.8793958682089,1.0,3.7037037037037037e-05,0,38.36093087549723,1,216.16108786133418,campus
51,186.74555014913668,219.4537934826887,1.0,3.7037037037037037e-05,0,132.8952081247858,1,133.3692229349113,campus
52,236.6043527233162,105.77475343083924,1.0,3.7037037037037037e-05,1,47.92442970734467,0,144.31213869172797,campus
53,118.26186192895327,424.53433359327073,1.0,3.7037037037037037e-05,4,56.107886056213765,5,169.99575862852078,campus
54,246.58285648830247,491.7632910884418,1.0,3.7037037037037037e-05,5,122.42550584869359,9,136.1699671433456,campus
55,129.7950115183762,169.49676496316707,1.0,3.7037037037037037e-05,0,57.61171072188043,1,157.33487487168105,campus
56,291.21854810999395,18.966841746991463,1.0,3.7037037037037037e-05,1,106.28439716663861,2,205.74831690913456,campus
57,148.5252292886322,121.6939048672014,1.0,3.7037037037037037e-05,0,55.06710908824455,1,132.1337745405248,campus
58,197.62165060738866,122.87487508680762,1.0,3.7037037037037037e-05,1,83.02320169811043,0,104.09660368313938,campus
59,212.02938109108638,39.08450668621113,1.0,3.7037037037037037e-05,1,109.72250813629111,0,146.19561822768662,campus
60,250.40547903698794,162.40962095535622,1.0,3.7037037037037037e-05,1,48.30673577944548,0,161.32790135127425,campus
61,229.4647494846922,162.23597447758127,1.0,3.7037037037037037e-05,1,63.4397732943608,0,141.0051500017036,campus
62,559.6797846233881,748.3314773547884,1.0,3.7037037037037037e-05,10,154.96617947345953,11,156.84870654291558,campus
63,176.10906303350245,28.59959710557328,1.0,3.7037037037037037e-05,0,126.7158744827021,1,141.99625061318247,campus
64,289.01913532128395,69.62257232662822,1.0,3.7037037037037037e-05,1,55.73518209863285,2,186.99024644129926,campus
65,128.35121452131756,144.8848125314363,1.0,3.7037037037037037e-05,0,40.22764342083423,1,153.60220149361254,campus
66,125.12869272990288,137.9313011494643,1.0,3.7037037037037037e-05,0,34.238031630165494,1,156.05567296605224,campus
67,264.1178673993964,133.14182063389063,1.0,3.7037037037037037e-05,1,18.529902749056202,0,170.78411591621355,campus
68,151.24237155524239,10.577648352769842,1.0,3.7037037037037037e-05,0,127.89961393537415,1,172.5357863532363,campus
69,70.96660817630432,157.64504206850737,1.0,3.7037037037037037e-05,0,39.919359037106815,1,212.22695836348728,campus
70,181.318852195441,116.23521244350863,1.0,3.7037037037037037e-05,0,88.1867286617452,1,99.66743121108249,campus
71,131.72811054992266,79.3973798953295,1.0,3.7037037037037037e-05,0,59.266647502760115,1,155.64186364126843,campus
72,191.76392345783472,100.44704200974637,1.0,3.7037037037037037e-05,1,92.1164295221051,0,101.17769843289054,campus
73,110.91363065214252,0.0,1.0,3.7037037037037037e-05,0,125.92596534797802,1,210.61165258947477,campus
74,185.965024744969,0.0,1.0,3.7037037037037037e-05,0,155.23426025855855,1,156.57565170281327,campus
75,267.54955569934646,123.78522307181636,1.0,3.7037037037037037e-05,1,13.108258128215938,0,174.01064212343596,campus
76,257.178614480525,146.9297069904482,1.0,3.7037037037037037e-05,1,32.2937528961767,0,165.13725423190775,campus
77,288.2210117932587,85.94276263913545,1.0,3.7037037037037037e-05,1,39.516230381252264,2,183.6276250556371,campus
78,576.9159225936282,94.90647611478181,1.0,3.7037037037037037e-05,3,83.3866826916499,2,113.2056146236269,campus
79,249.07824740531242,170.94648009732754,1.0,3.7037037037037037e-05,1,55.96306192891636,0,162.26031779008437,campus
80,567.1622164773686,57.35405867037487,1.0,3.7037037037037037e-05,3,110.53082695990604,2,120.12382522465477,campus
81,558.0296698669704,217.4420509920255,1.0,3.7037037037037037e-05,2,129.44179150045846,3,134.01340887079482,campus
82,144.70397206694327,57.034168383387154,1.0,3.7037037037037037e-05,0,84.84831164900359,1,151.8419157930564,campus
83,124.69936316876496,93.398106958221,1.0,3.7037037037037037e-05,0,44.18141381373969,1,159.04014585613078,campus
84,155.73826398532742,87.2792812448811,1.0,3.7037037037037037e-05,0,72.59749473403087,1,130.37819471542247,campus
85,194.01432756293264,80.92082291606317,1.0,3.7037037037037037e-05,1,97.05577521685075,0,109.60537253951763,campus
86,258.12058582743344,145.16434763644432,1.0,3.7037037037037037e-05,1,30.40247473832157,0,165.84387276645955,campus
87,111.80522327805336,249.78112425102077,1.0,3.7037037037037037e-05,4,125.718329134383,0,126.38580743092734,campus
88,179.83289190927852,398.20040881452246,1.0,3.7037037037037037e-05,4,89.57611825252992,5,103.61744120303332,campus
89,89.94670543488022,196.7079711052355,1.0,3.7037037037037037e-05,0,72.07575636288225,4,177.49417272114445,campus
90,50.17202455395585,141.56977208234946,1.0,3.7037037037037037e-05,0,46.52693943340041,1,231.06731370937797,campus
91,135.64164562560322,233.80427231965825,1.0,3.7037037037037037e-05,0,116.92471467044331,4,146.53930872177267,campus
92,190.89001267484605,254.0898889601533,1.0,3.7037037037037037e-05,5,149.9014767318487,4,154.57993183143103,campus
93,194.92427752576705,71.4593163232088,1.0,3.7037037037037037e-05,1,100.9029173629909,0,114.52242146823723,campus
94,183.84220094547072,111.57985463071446,1.0,3.7037037037037037e-05,0,91.2520798963513,1,97.67030853115044,campus
95,79.04313441952091,51.34276429685097,1.0,3.7037037037037037e-05,0,74.79772829940303,1,214.52148466131484,campus
96,83.19934459241196,96.75055752662702,1.0,3.7037037037037037e-05,0,29.822064787023855,1,199.39661812896074,campus
97,78.65597292490928,409.13137348592664,1.0,3.7037037037037037e-05,4,38.002270838843536,5,204.9726869074781,campus
98,146.06659326635418,146.81448984827725,1.0,3.7037037037037037e-05,0,56.98222742390028,1,136.3593028604694,campus
99,628.1972149265581,126.07448394944613,1.0,3.7037037037037037e-05,3,26.62720294506608,2,160.4957410486492,campus
100,155.0699668651152,124.03247568079377,1.0,3.7037037037037037e-05,0,61.532394702581904,1,125.55623002889776,campus
101,67.37725972650142,104.17406154794357,1.0,3.7037037037037037e-05,0,33.268276861245,1,214.23472195162816,campus
102,202.53333737738188,163.60596649308934,1.0,3.7037037037037037e-05,1,87.23628083388066,0,115.72037193309419,campus
103,234.66782200925275,157.73345092776847,1.0,3.7037037037037037e-05,1,56.58409565559641,0,144.93591289624865,campus
104,453.17180006503037,329.29267132068816,1.0,3.7037037037037037e-05,6,47.168519697338375,5,178.28693325517332,campus
105,225.58858327687764,108.24263358322249,1.0,3.7037037037037037e-05,1,57.44995389859889,0,133.0714699021954,campus
106,94.99861423018164,118.2954250441224,1.0,3.7037037037037037e-05,0,6.589622017794451,1,185.73690115745094,campus
107,550.9327313026844,367.6246499817956,1.0,3.7037037037037037e-05,6,83.48220971201884,7,104.06309129070844,campus
108,237.16123035945827,167.46984038467548,1.0,3.7037037037037037e-05,1,60.96248088670473,0,149.84669171839653,campus
109,129.50332302047318,137.22688019076062,1.0,3.7037037037037037e-05,0,38.07402816763946,1,151.63747921202625,campus
110,116.41516886092538,142.38900719006486,1.0,3.7037037037037037e-05,0,28.902144155532923,1,165.1567930382687,campus
111,261.9073112171369,123.23096778541364,1.0,3.7037037037037037e-05,1,18.776281219857413,0,168.37247786683355,campus
112,208.82213758008072,147.60068765277057,1.0,3.7037037037037037e-05,1,75.35907004655766,0,117.52905512308563,campus
113,637.7698149928516,497.7506747563715,1.0,3.7037037037037037e-05,7,124.75145119938462,11,127.00452066254404,campus
114,107.94737803631679,139.35378613650875,1.0,3.7037037037037037e-05,0,20.53345852315356,1,173.2957370441515,campus
115,84.56528290921571,201.66481777132276,1.0,3.7037037037037037e-05,0,77.46471397751321,4,172.73430178706158,campus
116,45.37798061755598,113.33825583901442,1.0,3.7037037037037037e-05,0,49.4904632642462,1,235.52159203914496,campus
117,49.608546449687935,64.8495751797169,1.0,3.7037037037037037e-05,0,74.26166905281971,1,238.64822870377907,campus
118,586.6942039457288,326.954644761004,1.0,3.7037037037037037e-05,7,82.86091142660067,6,128.01094031193688,campus
119,102.77698649206238,172.5849724367191,1.0,3.7037037037037037e-05,0,48.74595251307408,1,184.17529914884847,campus
120,194.56680005774612,16.380325781909875,1.0,3.7037037037037037e-05,1,138.36109815909154,0,148.13515433378123,campus
121,491.7010472241589,108.41688820120748,1.0,3.7037037037037037e-05,2,29.009650356870285,3,163.90202643882176,campus
122,185.66660963602146,209.91443198373722,1.0,3.7037037037037037e-05,0,125.47833746012466,1,127.57244620045343,campus
123,210.53003539016055,141.56694957798658,1.0,3.7037037037037037e-05,1,72.08995598564901,0,118.19512663198154,campus
124,63.89949698343081,224.56031409086728,1.0,3.7037037037037037e-05,0,104.145815199791,4,152.51369622263712,campus
125,127.64256847289651,151.61344557577704,1.0,3.7037037037037037e-05,0,43.428583407073454,1,155.32728651915596,campus
126,64.29110161716993,81.32113064021519,1.0,3.7037037037037037e-05,0,52.337461571713156,1,220.64379065996573,campus
127,731.166426074041,126.46720490804164,1.0,3.7037037037037037e-05,3,76.39632179458795,7,259.20631853990307,campus
128,121.72426815184573,167.5291759541472,1.0,3.7037037037037037e-05,0,51.25167191355078,1,164.56513350626162,campus
129,318.6473838822096,164.73771649900135,1.0,3.7037037037037037e-05,1,55.19981106302775,2,154.33756954639347,campus
130,181.02844582160088,505.43669931629967,1.0,3.7037037037037037e-05,8,147.03334035916717,9,154.54501294029126,campus
131,472.60868732977997,396.1010519425435,1.0,3.7037037037037037e-05,6,22.47627209672776,7,183.4971504063904,campus
132,165.67618068021574,47.62734928826268,1.0,3.7037037037037037e-05,0,105.57932240441153,1,138.4075243399446,campus
133,296.46122127742206,73.75257290492095,1.0,3.7037037037037037e-05,1,53.37304157871182,2,178.670226167915,campus
134,613.7780227430189,627.4860068374368,1.0,3.7037037037037037e-05,11,41.19481260116502,10,146.1222770450734,campus
135,549.7359944715068,185.34091068318924,1.0,3.7037037037037037e-05,2,101.99701166343264,3,121.2889769900267,campus
136,271.9000367417332,116.61955648136035,1.0,3.7037037037037037e-05,1,11.906343634660304,0,178.54254146457032,campus
137,189.39981728054914,131.02478962663437,1.0,3.7037037037037037e-05,1,91.44196648050242,0,96.06537238756461,campus
138,277.93670294780816,0.0,1.0,3.7037037037037037e-05,1,124.75086675055428,0,222.61439872353418,campus
139,202.59926747698427,260.188135885187,1.0,3.7037037037037037e-05,5,138.12603036333024,1,156.32979209858698,campus
140,59.78429036138651,359.8040024898321,1.0,3.7037037037037037e-05,4,36.68520489447627,5,221.30650937958814,campus
141,597.0830522108868,614.2355145579684,1.0,3.7037037037037037e-05,11,58.463403606354504,10,129.71503707542553,campus
142,162.3810278681118,176.15881797270987,1.0,3.7037037037037037e-05,0,85.9339560127739,1,128.94660738669631,campus
143,241.5452512224815,284.4858296333436,1.0,3.7037037037037037e-05,5,97.8246311148992,1,164.4739537404126,campus
144,191.76640974666037,272.9241995590864,1.0,3.7037037037037037e-05,5,134.70551070988665,4,141.0602529842563,campus
145,320.1215146554996,123.12527709244144,1.0,3.7037037037037037e-05,1,39.529468688653836,2,147.59429493447917,campus
146,482.32101526256565,99.4568488827521,1.0,3.7037037037037037e-05,2,29.18711761985997,3,174.30974981224375,campus
147,135.87415225017025,45.03357863777009,1.0,3.7037037037037037e-05,0,90.2346363325389,1,165.23570150005688,campus
148,219.12365497118995,87.55855146242446,1.0,3.7037037037037037e-05,1,71.85711700822895,0,130.96568057594337,campus
149,618.6080624558061,154.72325815115929,1.0,3.7037037037037037e-05,3,47.00230218477601,2,153.85434362161263,campus
150,207.0948612535662,244.40846315352564,1.0,3.7037037037037037e-05,1,140.4686771674658,5,149.1426481700034,campus
151,234.57231983966133,723.3739029989891,1.0,3.7037037037037037e-05,9,109.88042814579637,8,172.75020641255497,campus
152,342.15102106690733,49.96295347692008,1.0,3.7037037037037037e-05,1,96.82168623266314,2,146.12751071653915,campus
153,156.3979087826992,332.48736197781324,1.0,3.7037037037037037e-05,4,75.41898582104176,5,131.0316158604333,campus
154,224.45415918249034,158.6774962020408,1.0,3.7037037037037037e-05,1,65.63586525381852,0,135.24467855463786,campus
155,103.35214624435164,0.0,1.0,3.7037037037037037e-05,0,125.10717652142685,1,216.75094803426254,campus
156,562.1872913813218,408.5808567094872,1.0,3.7037037037037037e-05,7,98.7910415890795,6,100.55293657069832,campus
157,149.88447287635327,740.9633286296827,1.0,3.7037037037037037e-05,8,130.17850789836282,9,175.683833657487,campus
158,241.57174219792654,146.20595444629055,1.0,3.7037037037037037e-05,1,44.572038605157935,0,149.58120198905974,campus
159,676.9291819096475,172.91139986257417,1.0,3.7037037037037037e-05,3,53.03176538671135,7,202.4683935269385,campus
160,304.12879535441743,190.6215438854506,1.0,3.7037037037037037e-05,1,69.96586652406563,2,176.35375559259222,campus
161,218.38722874923036,93.65107405480309,1.0,3.7037037037037037e-05,1,69.56184703447273,0,128.65406843746604,campus
162,571.5321674827401,264.638996830722,1.0,3.7037037037037037e-05,7,137.57899898900234,6,150.91632312936684,campus
163,162.1885155155273,86.25040371092538,1.0,3.7037037037037037e-05,0,78.6923041180462,1,124.52747895364223,campus
164,231.65450964824612,127.10605825451738,1.0,3.7037037037037037e-05,1,49.027797306716245,0,138.13365132810318,campus
165,288.37363868191096,64.96093381571202,1.0,3.7037037037037037e-05,1,60.2613209953088,2,189.02881070248122,campus
166,172.42688278220567,142.39676294570944,1.0,3.7037037037037037e-05,0,80.84129049174659,1,109.63157521593192,campus
167,266.86354687015944,187.97358114811203,1.0,3.7037037037037037e-05,1,64.73122873953767,0,184.50292169738924,campus
168,704.9313961494506,30.327001726548914,1.0,3.7037037037037037e-05,3,106.88570803069979,2,255.31496457977144,campus
169,280.3999778551023,193.1517522188206,1.0,3.7037037037037037e-05,1,68.43020701746981,5,181.01412545944467,campus
170,185.81193154107882,0.0,1.0,3.7037037037037037e-05,0,155.14316017314957,1,156.66825309669605,campus
171,180.45229252323372,98.4258168511497,1.0,3.7037037037037037e-05,0,90.80188257912002,1,103.5660009459058,campus
172,0.0,142.19251671130164,1.0,3.7037037037037037e-05,0,95.15893020518233,4,250.1231211010491,campus
173,38.000552295854334,175.7150886906359,1.0,3.7037037037037037e-05,0,75.39955963272935,4,206.0763210439113,campus
174,232.4569047126363,226.88764730537727,1.0,3.7037037037037037e-05,1,112.95103205820293,5,154.95462094777162,campus
175,152.24894683714348,141.15346587162514,1.0,3.7037037037037037e-05,0,60.963660636798586,1,129.42267290573034,campus
176,226.68034785989323,149.8218785321978,1.0,3.7037037037037037e-05,1,59.49755188265794,0,135.48423701920152,campus
177,200.7572305240073,141.70370221239145,1.0,3.7037037037037037e-05,1,81.65249901510157,0,108.55232862197954,campus
178,227.99372120036418,153.39704935995803,1.0,3.7037037037037037e-05,1,59.93531261373034,0,137.47610994222848,campus
179,175.16008777663725,194.50957394270836,1.0,3.7037037037037037e-05,0,107.38678768783252,1,126.46350675261604,campus
180,584.5716517307537,395.03547725984845,1.0,3.7037037037037037e-05,7,73.25413583385668,6,118.71331979380813,campus
181,41.16358508140516,154.49810196736956,1.0,3.7037037037037037e-05,0,60.249983927646845,4,225.8258394099856,campus
182,210.8042385844076,165.37856638641017,1.0,3.7037037037037037e-05,1,80.794832811807,0,124.11095300314287,campus
183,230.05788663157153,219.97588823800896,1.0,3.7037037037037037e-05,1,107.84378695790191,5,162.2697524026329,campus
184,146.88407736405983,174.06558736307016,1.0,3.7037037037037037e-05,0,72.66523061214843,1,142.55260935193638,campus
185,51.38013197842767,0.0,1.0,3.7037037037037037e-05,0,131.65534930321294,1,260.9759490165725,campus
186,161.9488068863142,84.05174348320233,1.0,3.7037037037037037e-05,0,79.58411432822876,1,125.45093182941368,campus
187,563.1766665941111,274.2728186618426,1.0,3.7037037037037037e-05,7,135.54189812779163,6,138.17749313887091,campus
188,217.07667889671885,675.8508059666585,1.0,3.7037037037037037e-05,9,82.26450006657778,8,134.1271929186258,campus
189,158.1016594947649,0.0,1.0,3.7037037037037037e-05,0,140.44065716545143,1,174.8352194899052,campus
190,165.98294173064338,0.794063136866356,1.0,3.7037037037037037e-05,0,143.5474969839523,1,168.8216629756524,campus
191,266.1403959398215,104.20913389889824,1.0,3.7037037037037037e-05,1,25.110907888160323,0,173.81362298072358,campus
192,243.42157652069054,18.864946082906442,1.0,3.7037037037037037e-05,1,112.20401220374579,0,183.49319972003954,campus
193,226.43994755075656,94.73828862284573,1.0,3.7037037037037037e-05,1,61.92707169753995,0,136.23888009827246,campus
194,581.3625071598025,115.20624676602111,1.0,3.7037037037037037e-05,3,74.0415483036294,2,114.05298245108715,campus
195,260.018521846249,13.2973540855006,1.0,3.7037037037037037e-05,1,113.3138586573859,0,200.3248683020456,campus
196,224.83084696712888,92.70383361422168,1.0,3.7037037037037037e-05,1,64.32781085381723,0,135.13721612555295,campus
197,645.5355968616881,71.552258118412,1.0,3.7037037037037037e-05,3,53.96903701472452,2,185.60700525196435,campus
198,316.80994875248075,129.79391954149105,1.0,3.7037037037037037e-05,1,36.53937789588418,2,150.98244150131796,campus
199,237.1052590162804,241.18132223620873,1.0,3.7037037037037037e-05,1,124.32498261286433,5,139.92413048934034,campus
200,191.6704900440844,64.82201882206382,1.0,3.7037037037037037e-05,1,107.24168186102025,0,114.96655521665083,campus
201,54.756807423817435,103.96044596466066,1.0,3.7037037037037037e-05,0,43.991883564688344,1,226.8196740192981,campus
202,244.58311532479053,87.11923147743987,1.0,3.7037037037037037e-05,1,52.08578434949266,0,155.65201876243165,campus
203,224.33981481611582,190.94484020268953,1.0,3.7037037037037037e-05,1,86.91041263929073,0,146.6072725022656,campus
204,134.63299712522564,202.51531973975244,1.0,3.7037037037037037e-05,0,87.97914897277013,1,165.4245321415822,campus
205,576.1024578332155,129.81965781507324,1.0,3.7037037037037037e-05,3,78.85253967483861,2,108.51508974423483,campus
206,212.42738444615986,71.91298972093422,1.0,3.7037037037037037e-05,1,86.2531286636429,0,130.0870916765807,campus
207,539.7726125987119,147.14106965356035,1.0,3.7037037037037037e-05,2,75.4721546297563,3,117.18202854377427,campus
208,112.34370898139078,139.85621687869246,1.0,3.7037037037037037e-05,0,24.136542346674922,1,168.95977574462088,campus
209,180.68117638692598,143.5672915068874,1.0,3.7037037037037037e-05,0,89.15426451789642,1,101.70436103635063,campus
210,167.19459245945222,510.6403965609526,1.0,3.7037037037037037e-05,8,134.85852049011243,4,155.0810107553088,campus
211,179.13817047301131,107.70610446812898,1.0,3.7037037037037037e-05,0,87.27163867245612,1,102.90273580534446,campus
212,609.3273992771083,209.1020213706403,1.0,3.7037037037037037e-05,3,95.84808110996168,2,164.85233119175618,campus
213,162.3780219774478,170.00402188215241,1.0,3.7037037037037037e-05,0,82.39505535394417,1,126.62011139078045,campus
214,221.78624632752323,125.87714505315799,1.0,3.7037037037037037e-05,1,58.849397558187334,0,128.2500147313278,campus
215,635.4669173575656,106.13943719682649,1.0,3.7037037037037037e-05,3,26.80842359065,2,168.78578172807042,campus
216,150.2694890280921,0.0,1.0,3.7037037037037037e-05,0,137.0168884002411,1,180.41045796741798,campus
217,621.5826627875045,701.2989699640002,1.0,3.7037037037037037e-05,11,84.48889753624277,10,172.37549123305766,campus
218,121.48828024930933,33.416619796073505,1.0,3.7037037037037037e-05,0,95.48655782511003,1,183.4691543697714,campus
219,199.51007304551104,0.0,1.0,3.7037037037037037e-05,1,148.77860740106075,0,163.66095403257754,campus
220,259.38518182169213,53.738269805909,1.0,3.7037037037037037e-05,1,74.09303541552597,0,180.39630277633188,campus
221,560.9384744220317,426.3195505184666,1.0,3.7037037037037037e-05,6,106.82741029223337,7,107.36916203014316,campus
222,223.54390480548477,93.49656840762498,1.0,3.7037037037037037e-05,1,65.06300109371398,0,133.69990418730262,campus
223,214.9442140359646,93.884346433759,1.0,3.7037037037037037e-05,1,72.55914638304228,0,125.25809492018608,campus
224,205.45188163363673,271.062837137009,1.0,3.7037037037037037e-05,5,127.59741922030754,4,152.1648988623629,campus
225,586.9345502647922,263.0526918777582,1.0,3.7037037037037037e-05,7,130.19399763716714,3,154.07716335111667,campus
226,186.24400941618717,0.0,1.0,3.7037037037037037e-05,0,155.40052419554047,1,156.4071467766149,campus
227,229.44531099811803,335.7298684680495,1.0,3.7037037037037037e-05,5,64.00472985850199,4,141.2344848821812,campus
228,87.58366466912706,128.90589787213176,1.0,3.7037037037037037e-05,0,7.2801616524372905,1,193.08597610051467,campus
229,238.6014276000578,83.45903651156192,1.0,3.7037037037037037e-05,1,58.89437247162661,0,150.81454345083264,campus
230,170.96218200282976,83.9679382509984,1.0,3.7037037037037037e-05,0,87.49204859158357,1,116.99003142047675,campus
231,158.66970345249592,129.04473793735525,1.0,3.7037037037037037e-05,0,65.27157276378915,1,122.03119032867141,campus
232,99.52823394215012,82.21656538840716,1.0,3.7037037037037037e-05,0,42.924891752612616,1,186.0174485357555,campus
233,38.88483703949532,270.6468796157179,1.0,3.7037037037037037e-05,4,117.06194021074008,0,155.82502872662732,campus
234,269.6136487051824,86.04537757998028,1.0,3.7037037037037037e-05,1,40.21329275222718,0,180.2700722229243,campus
235,164.22667152911964,44.89750750755182,1.0,3.7037037037037037e-05,0,106.62241042565515,1,141.1394506924058,campus
236,134.15432180504473,32.8021972168456,1.0,3.7037037037037037e-05,0,100.49199336953893,1,172.92394228803042,campus
237,293.6921130778809,103.8793449553062,1.0,3.7037037037037037e-05,1,24.600412031117216,2,175.2588195743389,campus
238,293.91155854767374,43.96054684366116,1.0,3.7037037037037037e-05,1,81.84710977957442,2,191.64371622741822,campus
239,104.44691633621056,137.00541296798994,1.0,3.7037037037037037e-05,0,16.426013043087828,1,176.60508571662794,campus
240,86.25217247906347,97.59289926408131,1.0,3.7037037037037037e-05,0,28.091221470910316,1,196.2562327559789,campus
241,271.09250671784474,103.91622232788589,1.0,3.7037037037037037e-05,1,22.88518995880276,0,178.76593619993517,campus
242,135.96378556199392,171.31091074963578,1.0,3.7037037037037037e-05,0,63.009448312092196,1,151.97763098040437,campus
243,627.800165059201,176.29814784252795,1.0,3.7037037037037037e-05,3,58.21135203638092,2,168.19593932990588,campus
