user_id,user_x_m,user_y_m,request_weight,request_probability,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m
55,260.7109184732924,86.20525305176737,1.0,5e-05,1,214.83310676872975,0,247.09459055838025
56,804.632785067817,457.7578786657904,1.0,5e-05,3,172.83666702326354,4,280.89767240464965
57,94.82970922551438,465.6549038605449,1.0,5e-05,0,181.62743035173872,1,306.1691066141134
58,630.7036454938568,1074.7160913870905,1.0,5e-05,7,227.79739655187356,8,276.1277512869684
59,819.9027170812258,539.1036431785762,1.0,5e-05,3,254.9916473446568,8,316.7775476291126
60,911.1456207105153,861.1902747845287,1.0,5e-05,8,113.18509826253835,9,115.17173394704358
61,654.585179337224,215.76633956837068,1.0,5e-05,2,109.26662900693101,3,159.3813733432248
62,404.9836007820081,146.82164272748105,1.0,5e-05,1,151.87392044848866,2,215.32475018091066
63,1007.4194186178363,459.9973849939562,1.0,5e-05,4,175.9541623358113,3,272.78895284374
64,101.47875525704828,1048.6715666370521,1.0,5e-05,5,193.9457448337344,6,308.76126501492615
65,754.5373012440523,101.49863790174878,1.0,5e-05,3,188.64925835404702,2,260.2124093066459
66,401.61185673899985,615.1148795868876,1.0,5e-05,6,247.29600258903352,7,293.2441390780351
67,965.7302675514431,221.4281810825309,1.0,5e-05,4,87.74081598276018,3,179.2741423740438
68,342.6301190148441,1046.948313170111,1.0,5e-05,6,191.81761365375468,7,297.5409556145403
69,779.0771506642302,1085.3228100767012,1.0,5e-05,8,230.97780026516145,7,310.9092999457854
70,205.07909513465597,1020.6563021578254,1.0,5e-05,5,188.91967528964702,6,214.8492167123364
71,493.25851059308053,99.93471531717103,1.0,5e-05,2,200.41986014199418,1,239.01592653844176
72,689.9041164146959,446.1885783564511,1.0,5e-05,3,194.11054686863454,2,200.8073506870422
73,752.6868184931286,463.24191982936725,1.0,5e-05,3,183.8993693551508,2,255.1411047753584
74,837.2471490338842,565.6102420154284,1.0,5e-05,3,283.28115307073386,8,292.1528941405803
75,1044.0526877173409,694.037867633536,1.0,5e-05,9,162.08456007260423,8,293.9943731290384
76,483.01612933327203,1091.1231642537984,1.0,5e-05,7,251.54223048451993,6,274.88678024606565
77,793.8523286703454,779.3518428111886,1.0,5e-05,8,75.89995902006869,7,236.248111743372
78,537.1556814847959,622.9961680173157,1.0,5e-05,7,234.45972570549358,6,303.23595758160513
79,715.9066607236,225.47255815640318,1.0,5e-05,3,101.52946723663936,2,157.51795201211132
80,501.076515636945,258.72035455734664,1.0,5e-05,2,73.86116734780818,1,161.18785230717717
81,749.8779845045606,611.0133613418507,1.0,5e-05,8,248.83983043743473,7,303.18021227336084
82,142.41018917735306,808.8032541271384,1.0,5e-05,5,54.336499035788506,6,204.94734917527325
83,176.31132465932876,15.508587474669838,1.0,5e-05,0,276.64015692163855,1,316.41656183634245
84,1128.0532668101032,963.5693057548399,1.0,5e-05,9,148.79990630415702,8,347.293618317409
85,1071.0421281646943,474.9646947517086,1.0,5e-05,4,195.1525567054067,3,332.4979487160233
86,238.81298760610917,1024.603502120148,1.0,5e-05,6,198.4418288228958,5,210.46291666650387
87,1111.2865793159347,889.9681601562263,1.0,5e-05,9,91.98088443808388,8,315.0954494965251
88,713.8339283768767,148.87925333338106,1.0,5e-05,3,160.14185138165413,2,197.99942843064213
89,783.4955937133948,312.2748418725513,1.0,5e-05,3,30.91086652410149,2,215.13821213224622
90,34.81025056906904,130.99162168224998,1.0,5e-05,0,173.22207157159707,1,343.7004061437769
91,799.3639967792337,537.8914539166452,1.0,5e-05,3,252.85064407420202,8,317.24254298901093
92,398.7192061800235,1058.0674805980314,1.0,5e-05,6,210.69903992031516,7,265.6127806841058
93,675.977821257527,822.2763038010254,1.0,5e-05,7,110.87012023956811,8,126.48661461980994
94,437.85817665686517,316.1551436025829,1.0,5e-05,1,100.7304097219035,2,135.84020892796318
95,1062.9244577248846,836.0431150841167,1.0,5e-05,9,41.42644220059594,8,265.48877243170887
96,166.0166359508532,760.5727584643316,1.0,5e-05,5,107.91327228558187,6,199.82502082538355
97,1029.5466193978696,751.5719817516223,1.0,5e-05,9,103.61501634335087,8,253.53811031947717
98,816.9037593317051,213.79139839401242,1.0,5e-05,3,73.68607248841869,4,221.05248438849137
99,604.594652682341,121.07292968976616,1.0,5e-05,2,167.5625067921705,3,253.652533258737
100,476.58681393655996,734.6255839524995,1.0,5e-05,7,152.5257697288419,6,180.61323235599352
101,139.4281323044098,40.59160280854105,1.0,5e-05,0,245.76940879293474,1,317.5115593014607
102,358.3801997819096,587.5319635245304,1.0,5e-05,6,268.0972554359162,1,302.9284480585862
103,876.7367781283511,625.3784700197082,1.0,5e-05,8,242.83048480300164,9,274.06778881992733
104,809.9333560161919,719.4312735823513,1.0,5e-05,8,136.2132865016909,9,255.2794860941603
105,96.4736776598165,655.0422702336044,1.0,5e-05,5,200.85695060021305,6,316.7723915207148
106,792.7469917429939,556.6979887414249,1.0,5e-05,3,271.7073185883777,8,298.4819944475662
107,788.9036943458981,85.65820454051203,1.0,5e-05,3,199.59867229454736,2,296.03221447503313
108,80.24877952271224,76.61833057441856,1.0,5e-05,0,211.14338520815588,1,334.6377961240504
109,765.9071068030712,670.0177636012546,1.0,5e-05,8,187.8961724350097,7,269.4667995319348
110,19.89512600624858,241.38223904875443,1.0,5e-05,0,103.75628225453049,1,325.1027416166336
111,741.5171861788933,694.2447052120189,1.0,5e-05,8,170.55432601932634,7,235.10135540196526
112,677.0991585682287,194.45527473314678,1.0,5e-05,2,140.20606507826426,3,151.17212806205697
113,54.9086406796247,1082.910649393437,1.0,5e-05,5,235.32354710160186,6,366.5173648397536
114,679.0916857424478,31.312275302378445,1.0,5e-05,2,276.1549951650168,3,280.2643765545601
115,1071.8549118639567,870.8391265276907,1.0,5e-05,9,48.321277441096434,8,274.18241695114904
116,425.6406538796257,998.6981250288402,1.0,5e-05,6,166.1274035476537,7,203.65733185626803
117,443.6117707645296,396.78312537104705,1.0,5e-05,1,150.99643649024037,2,168.76560108203228
118,113.11249868884917,271.7793291347295,1.0,5e-05,0,13.295367033944688,1,229.3240726001821
119,618.3473108030331,1038.3713788972932,1.0,5e-05,7,189.48830259188233,8,256.70226652222993
120,186.87003438296603,157.74976920860422,1.0,5e-05,0,146.66720892594032,1,200.71228616547094
121,268.3287346303552,525.5365599273013,1.0,5e-05,1,251.53916771417013,0,285.74233939640277
122,1036.227401852445,847.8726632294696,1.0,5e-05,9,12.413175606097266,8,238.2152268248662
123,907.7317600655222,696.7224972092739,1.0,5e-05,8,192.6332230676434,9,197.78316527437397
124,440.81352741127654,581.5046273105525,1.0,5e-05,6,290.9044834092588,7,302.6276888610271
125,96.95962875044943,324.4017568513076,1.0,5e-05,0,42.895416533900224,1,248.2330002002504
126,1102.3396983219716,650.4664228117001,1.0,5e-05,9,218.3838158855161,8,366.6548031812522
127,983.8616108542947,15.512280878417602,1.0,5e-05,4,272.8300656788442,3,327.3319063215953
128,227.373275275807,342.8159253601221,1.0,5e-05,0,127.22866861401015,1,128.4093680374722
129,776.5707216523821,27.68892109648169,1.0,5e-05,3,258.2557930365962,2,329.9496866323422
130,155.89509909567295,687.6674829625388,1.0,5e-05,5,172.6208266667922,6,250.39737507852246
131,119.69691531261589,161.29040443124802,1.0,5e-05,0,123.88370400751899,1,254.47392714927722
132,601.2766585252579,595.9001899406297,1.0,5e-05,7,261.10085819282784,2,312.4170458397649
133,609.7258837641249,816.482552570391,1.0,5e-05,7,55.361819647059136,8,192.32041906347348
134,505.9501593791527,115.48431813939989,1.0,5e-05,2,181.28448002896698,1,235.82374333178103
135,1031.2946901675384,195.4121187285015,1.0,5e-05,4,89.77881246520465,3,249.80588438498626
136,932.458620571837,409.2862136231664,1.0,5e-05,4,155.61399378618248,3,182.98162940914585
137,1052.0211732971143,904.8459448576656,1.0,5e-05,9,56.03953060672781,8,258.7197409970001
138,198.61872571873036,948.6089151930648,1.0,5e-05,5,126.07685943291804,6,171.20542769686594
139,1024.8367957614691,1092.8175545328854,1.0,5e-05,9,237.68965705861692,8,328.47201521358176
140,612.2279705299779,23.80515652817982,1.0,5e-05,2,264.6156828080152,3,320.62835957742743
141,264.02953467894486,830.1253700810829,1.0,5e-05,6,81.93236841195285,5,152.0819113836665
142,308.91789744500466,583.1109534583314,1.0,5e-05,6,274.0312491704143,1,299.90315897171604
143,97.33541374968645,753.7921758836285,1.0,5e-05,5,102.70329099677124,6,264.87013286112085
144,390.1545619252916,42.470705428305486,1.0,5e-05,1,247.29644074305332,2,302.02263525300145
145,12.831511546134777,1129.5845983845081,1.0,5e-05,5,292.5116720695944,6,428.61522213313714
146,823.1699688706083,752.9730858707572,1.0,5e-05,8,105.18420237646171,9,227.24534924881638
147,920.6099428544267,225.44515835242754,1.0,5e-05,4,121.21209665829906,3,136.21712650807316
148,56.73437339235878,313.46622249707565,1.0,5e-05,0,63.94679324113481,1,286.73042574110985
149,1082.0180081079645,310.29683725623613,1.0,5e-05,4,61.30307228368715,3,285.0161462359411
150,1028.3831370214166,411.2058272453544,1.0,5e-05,4,126.18159404789158,3,262.5579304529542
151,882.83686788456,489.6396536347747,1.0,5e-05,3,221.44054282523018,4,249.80062760798813
152,394.77027430358066,3.0033628189890478,1.0,5e-05,1,286.92506030348744,2,332.0889099351626
153,377.1645349926663,1072.9101464498933,1.0,5e-05,6,220.5909221121492,7,290.941336546142
154,847.4941515314971,910.9432101715757,1.0,5e-05,8,74.51489718118101,9,187.17817208568644
155,460.3019073897426,1044.1845409554169,1.0,5e-05,7,218.61827299240105,6,222.98860611923092
156,1137.4410966403707,837.7397268516722,1.0,5e-05,9,112.63405300687701,8,339.763718268478
157,1120.4349286370204,667.0725764759063,1.0,5e-05,9,210.3671695265485,8,373.1638975523575
158,1113.364349597456,268.78046351082446,1.0,5e-05,4,88.71000976356981,3,315.66078956572125
159,1030.7154881192407,82.37047378597299,1.0,5e-05,4,202.7246204525324,3,308.505850295698
160,387.50075603151635,597.898294642219,1.0,5e-05,6,261.21732279995337,7,315.44722860882206
161,379.39031118815575,665.1586013144689,1.0,5e-05,6,193.60741464491355,7,269.17508664530527
162,797.3380596876319,2.2770613356538516,1.0,5e-05,3,282.76788384413715,2,362.7668405388211
163,744.2919197026504,212.0711067241187,1.0,5e-05,3,90.67957647060749,2,188.8706646539316
164,1009.7443100811385,772.7208615144058,1.0,5e-05,9,84.02934036278081,8,227.10171561897798
165,113.18022027695001,366.5276510900312,1.0,5e-05,0,81.48809683637876,1,242.9448242280144
166,51.950596552438405,1029.2712748777362,1.0,5e-05,5,184.87007060323936,6,338.35458560733974
167,107.55672768534582,672.7065106124974,1.0,5e-05,5,182.5394313341544,6,297.09801229128396
168,132.67167601159926,464.98041458529156,1.0,5e-05,0,180.90091683938257,1,276.0752576296418
169,10.80496204812646,340.23755797147226,1.0,5e-05,0,117.04350247905211,1,335.8144734730813
170,651.9350648556217,577.199924667646,1.0,5e-05,7,289.73261449681814,2,303.4042804218251
171,1048.892879621207,879.1040392204086,1.0,5e-05,9,33.03875643746291,8,251.91330530395055
172,26.33393916472583,878.5138400162475,1.0,5e-05,5,90.74769915368397,6,316.58335519893825
173,73.36322223268012,235.56447942671537,1.0,5e-05,0,64.0389138764637,1,273.2072569536939
174,315.6381934614863,1004.1234664359041,1.0,5e-05,6,151.3152599080376,5,250.69797056224172
175,1006.9202005872484,123.70768827386604,1.0,5e-05,4,162.47906792577848,3,263.8668501578396
176,1077.554911903477,237.30663961705295,1.0,5e-05,4,70.14625062366021,3,283.4804197390743
177,104.41053343513568,131.01971185384218,1.0,5e-05,0,154.32346447629462,1,283.1911049985023
178,513.317516938307,534.4498466696027,1.0,5e-05,2,255.7854631415967,1,302.5475340982774
179,1125.68394408832,719.0297965520152,1.0,5e-05,9,168.60939870954172,8,354.71114603922865
180,782.0770415279046,434.3287933327564,1.0,5e-05,3,150.1447925149111,2,259.2787458182557
181,1059.4372289675334,428.7248978624142,1.0,5e-05,4,147.48476737301942,3,298.2104521451884
182,979.4586687651583,614.6535015243766,1.0,5e-05,9,244.9704419396717,8,301.18499138346544
183,1100.5012824861467,759.7403785224452,1.0,5e-05,9,120.93973828088352,8,317.0681745741192
184,778.5974353746511,579.3209530644665,1.0,5e-05,8,276.50087799984294,3,294.9241418802467
185,308.69357403511617,620.5148743020269,1.0,5e-05,6,236.9764119034635,5,304.86677516414335
186,390.1098303528772,399.4221760620076,1.0,5e-05,1,124.06407530196762,2,213.24736368207354
187,549.855593569706,1078.380083704565,1.0,5e-05,7,224.16341814541326,6,304.99503617473306
188,867.9630231421344,702.825249944842,1.0,5e-05,8,167.55557847675004,9,219.5969679346962
189,964.3861938066755,1.5294452054694698,1.0,5e-05,4,290.1657505961525,3,328.6699533153813
190,115.7428303816566,695.4596491505924,1.0,5e-05,5,159.6812404465358,6,276.96795160724156
191,829.515707013534,132.97879798067086,1.0,5e-05,3,155.27168678596877,4,248.57982051874768
192,456.17064663326835,118.68903368710035,1.0,5e-05,2,201.62099321538585,1,201.73460110326343
193,890.9165611730543,331.2018400177324,1.0,5e-05,3,103.63996346461026,4,142.9012752973396
194,645.3346447271041,761.6332771078655,1.0,5e-05,7,120.01679614134036,8,179.1260734869752
195,638.692186789931,386.6934451427787,1.0,5e-05,2,122.63446824946384,3,189.0787099875227
196,477.44762069712283,997.691383082825,1.0,5e-05,7,170.01613823352054,6,196.6090150939299
197,1097.7156954175375,38.51042331746751,1.0,5e-05,4,256.70850033158587,3,387.98793538815926
198,703.8214976019856,54.90784676158187,1.0,5e-05,3,248.70729392240295,2,266.17157650490566
199,975.2964972493962,27.248549880830357,1.0,5e-05,4,262.76472464438444,3,312.8081518391926
200,627.5265068160465,424.1312752461967,1.0,5e-05,2,150.48097953866426,3,220.10998281525244
201,232.23139478818487,889.3454951465358,1.0,5e-05,6,115.02737028748786,5,123.0654607306559
202,1051.3013874015553,306.18758063950787,1.0,5e-05,4,32.85198493636433,3,254.05994455917647
203,988.778614639994,28.74133633991443,1.0,5e-05,4,259.01388263447353,3,319.4379788125099
204,30.882688336714246,800.3907822291795,1.0,5e-05,5,99.53872460232517,6,315.94823116208545
205,972.7469490811172,260.101651516865,1.0,5e-05,4,58.94778533917468,3,176.3964508412069
206,328.8699165596015,266.05314302126015,1.0,5e-05,1,23.117764995773975,0,215.69003181571586
207,480.8861195741255,548.9437133204203,1.0,5e-05,2,278.56787097234263,1,298.19100097411575
208,490.3620975028315,74.24068133765604,1.0,5e-05,2,225.37558043886244,1,257.7473131717817
209,902.5033434668563,439.0766178702792,1.0,5e-05,3,186.06824018780367,4,197.52604053719028
210,551.7410135164965,23.065936781638733,1.0,5e-05,2,262.6195569019324,1,335.56169256887404
211,1073.6673618077803,743.8821755118821,1.0,5e-05,9,120.96932721980129,8,297.155236187609
212,757.7737687377626,360.0149254371291,1.0,5e-05,3,85.13932897903936,2,202.10570723960967
213,701.0237273040301,880.0668872530503,1.0,5e-05,8,100.24968604209737,7,133.28919710509535
214,847.1339290940531,294.3338486818555,1.0,5e-05,3,49.883814732341875,4,179.26483169870397
215,1061.1282503334432,684.9956915333104,1.0,5e-05,9,173.69266928042413,8,313.23806429808945
216,1019.5046319950296,800.0176041733843,1.0,5e-05,9,55.5140958948035,8,228.1391367416092
217,956.2444034525614,495.48876044445916,1.0,5e-05,4,221.75426096464562,3,263.2289876477407
218,947.5595251890294,75.2877473294736,1.0,5e-05,4,223.99849782060124,3,257.54409486831855
219,309.0544519011019,1027.425841107863,1.0,5e-05,6,175.42575596679833,5,260.2397208086626
220,432.8870476598349,223.86185679737414,1.0,5e-05,1,109.51771062446552,2,150.22403105441876
221,223.20408777107883,1126.3792217017806,1.0,5e-05,5,292.39868477402837,6,296.1423046345786
222,392.8213381098073,1110.5115655366408,1.0,5e-05,6,260.37742739095177,7,310.87346337020415
223,671.5566055736757,335.44223759874285,1.0,5e-05,2,113.29577702462137,3,136.23141266379355
224,807.9885939878434,941.7382946428058,1.0,5e-05,8,87.16684516467721,9,234.73083190289518
225,131.03827657706208,370.4529484239822,1.0,5e-05,0,87.08856647077576,1,227.64395298300957
226,233.53059899055907,250.87732485931937,1.0,5e-05,1,113.77338241971658,0,124.300935387912
227,491.87452293310565,417.11872777834543,1.0,5e-05,2,153.49617165474513,1,199.72574201874616
228,1099.9574999563329,193.94101806280315,1.0,5e-05,4,117.24380859478288,3,315.283863677304
229,839.3518990562732,1059.2338221410564,1.0,5e-05,8,208.22480308159908,9,276.6843061914946
230,969.0187187108768,389.4538942505398,1.0,5e-05,4,119.02243519108201,3,200.26700150772135
231,275.12909634078727,976.8446943488618,1.0,5e-05,6,138.8986823254405,5,201.91834414619976
232,295.21164262097153,610.0812838555618,1.0,5e-05,6,249.48691354559992,5,304.76375125388853
233,463.77838273148416,203.57599592390193,1.0,5e-05,2,133.93537948026,1,146.47242658461525
234,328.94292621624635,809.8481335692794,1.0,5e-05,6,47.142908024744735,5,219.6440531173443
235,736.0383057272816,583.29313644391,1.0,5e-05,8,278.83797705181877,3,304.6426057673076
236,141.9170502972247,760.2930701974088,1.0,5e-05,5,98.85708551533982,6,221.46916285570242
237,661.0519226353152,818.5952772443794,1.0,5e-05,7,98.02748654811396,8,141.85670712945327
238,195.12098624831066,540.3922308637802,1.0,5e-05,0,267.91894481628094,1,294.60431024494045
239,179.27873079304834,931.2006376271896,1.0,5e-05,5,100.22737113512133,6,179.67149102564449
240,1009.2580246164456,117.7295514890288,1.0,5e-05,4,168.1656379449763,3,269.3922060605126
241,114.91692193240995,1013.4073363601004,1.0,5e-05,5,158.2783228126183,6,276.8426400434504
242,73.34253777208961,372.45854658324976,1.0,5e-05,0,96.414646668164,1,282.57112453201967
243,1028.475133743052,379.884723827434,1.0,5e-05,4,94.86917207949654,3,249.11240221795455
244,694.7974689957798,73.5062358997825,1.0,5e-05,3,235.42363593905424,2,245.56198440880806
245,631.6435941661591,982.6050189210396,1.0,5e-05,7,141.5577869322206,8,209.67786160042945
246,225.89696742608612,1011.8995990196684,1.0,5e-05,5,192.5960046597348,6,195.11112901481312
247,539.1035858797882,534.3673087927882,1.0,5e-05,2,251.24131841913717,1,317.7912273209711
248,1129.8540066912608,1029.4267693050156,1.0,5e-05,9,202.8095240968213,8,374.73245391351963
249,258.8980215458726,1136.203395947456,1.0,5e-05,6,293.1144153716288,5,316.2146821512375
250,23.14955033225444,64.46451231180396,1.0,5e-05,0,238.5628617063814,1,387.7556184366195
251,397.8825679473515,587.0187985171339,1.0,5e-05,6,273.8639075322738,1,307.0925723447315
252,24.77031277190091,373.7614215021278,1.0,5e-05,0,125.84067067437923,1,329.4523844775771
253,219.0967790221092,85.67014168159227,1.0,5e-05,0,225.36974955985903,1,234.23923401710374
254,553.7936161280784,175.90203124215907,1.0,5e-05,2,110.3514184305986,1,238.2145760109009
255,535.8721184475403,346.7021120785735,1.0,5e-05,2,70.51558259363857,1,203.3905985251044
256,147.65302537379287,478.46019096082415,1.0,5e-05,0,196.31918966537225,1,274.22816019105915
257,14.447468096604661,767.8457641653097,1.0,5e-05,5,132.41227818313783,6,339.0338510859759
258,625.2638984231186,959.836697671568,1.0,5e-05,7,118.35360363953555,8,202.09740973346226
259,474.609283498918,780.5772995315127,1.0,5e-05,7,121.13822470124623,6,152.08420730476936
260,753.380958054408,988.1703958211937,1.0,5e-05,8,140.36082677114783,7,226.48563604871796
261,357.60617832360697,552.6746919613893,1.0,5e-05,1,268.08240739110016,6,302.8565259392567
262,951.1216435518319,610.7960516565659,1.0,5e-05,9,255.59789145946988,8,288.28543463312053
263,1021.0888339807228,639.9458009012901,1.0,5e-05,9,215.2454644596114,8,309.86895312311515
264,810.4618688675858,423.88319760847617,1.0,5e-05,3,139.38656815660232,4,256.5173152778942
265,791.7447942172616,886.5993985728429,1.0,5e-05,8,32.107681882063055,7,223.87962426830646
266,535.2379398140149,778.1557199678983,1.0,5e-05,7,84.49726603205337,6,207.95635645381003
267,200.958679235711,263.8401538526139,1.0,5e-05,0,89.48943094903291,1,142.67830683606564
268,419.40086768682767,401.00106216088193,1.0,5e-05,1,139.3873159663715,2,190.138367542163
269,1020.054408374787,755.669807385817,1.0,5e-05,9,99.64885541712286,8,243.20008606727842
270,832.4073657077779,1077.713893989804,1.0,5e-05,8,225.20728915488877,9,295.0968557404264
271,988.3415740569257,418.5885147459818,1.0,5e-05,4,138.7957095777774,3,232.41634782132098
272,299.40829406699044,592.7239049313082,1.0,5e-05,6,265.8501857179862,1,310.6212348146261
273,954.0971585528522,219.9519917962693,1.0,5e-05,4,97.1066360756852,3,169.01169221532186
274,741.1008521994091,418.1819291847406,1.0,5e-05,3,144.8352467873571,2,216.72849464496477
275,212.64523233007685,796.3145450838734,1.0,5e-05,5,114.8340693389836,6,142.14681218391905
276,174.5691411646242,109.5705972843322,1.0,5e-05,0,185.62693964069837,1,242.57284024751155
277,313.7221365979966,404.32122321053987,1.0,5e-05,1,122.59570538791522,0,232.61344579153788
278,528.4003593218756,115.06358351815412,1.0,5e-05,2,175.01750925421413,1,252.22761599494143
279,46.159392627837825,689.8301427630271,1.0,5e-05,5,178.6876883372955,6,338.9356397881776
280,206.68100888096785,212.10400083538522,1.0,5e-05,0,117.92684389662911,1,153.77157620025048
281,512.3177574456907,384.91480136902874,1.0,5e-05,2,115.37579203074473,1,197.3940732122235
282,936.5615035616448,338.01871353955846,1.0,5e-05,4,104.08576577552215,3,148.22823893924974
283,212.96484686408476,344.1894297103349,1.0,5e-05,0,115.27691831401907,1,141.99244337007784
284,303.7147930602576,721.6764289628129,1.0,5e-05,6,138.85266978806317,5,231.93818405304305
285,884.8829124093662,442.56437285211405,1.0,5e-05,3,179.83334137426647,4,211.59236834562006
286,780.4170914944727,900.8253142372787,1.0,5e-05,8,49.00418755038,7,215.2356058304716
287,89.00899072080112,548.1775879474521,1.0,5e-05,0,264.319481700786,5,307.97106039166385
288,992.5520036854516,713.5161111692665,1.0,5e-05,9,145.54824953861439,8,240.53618030928135
289,1088.871734989779,282.4361919053803,1.0,5e-05,4,62.7680427955343,3,290.76063097425157
290,441.08871253332336,1095.3252942223214,1.0,5e-05,6,259.8098763584462,7,272.6421972581386
291,79.67991051666439,64.98129553903881,1.0,5e-05,0,222.72539955846437,1,342.44265690827416
292,537.6232971654482,406.13910382824383,1.0,5e-05,2,125.37143712292021,1,230.0259676684186
293,954.1154731195413,14.883233657282661,1.0,5e-05,4,279.6012710544673,3,311.96230034792495
