user_id,user_x_m,user_y_m,request_weight,request_probability,is_daily_active,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m
25,483.37143333180956,125.69444921238559,0.0,0.0,False,2,125.41283501321004,1,221.53318604392987
26,997.0888916275419,872.9052283911334,0.0,0.0,False,9,156.62677945786038,8,321.5081720491067
27,789.7365468115213,98.90356586309579,0.0,0.0,False,3,175.73497159798384,4,187.0512269885864
28,510.19361472089673,858.2737862838178,0.0,0.0,False,7,108.75257503761433,8,218.51699405069903
29,667.1841057327352,440.37852712789214,0.0,0.0,False,3,193.18609294653137,2,253.36635293787523
30,909.3545422939211,643.2810403859196,0.0,0.0,False,9,107.12816530978436,8,234.98566066934575
31,20.904094181056877,365.31534055773375,0.0,0.0,False,0,139.8348672015146,1,301.98038415241894
32,270.8577244531262,872.5621614157787,0.0,0.0,False,6,125.97918730868733,5,210.27088580259462
33,150.5986076682412,153.91645486150463,0.0,0.0,False,0,108.59220388382342,1,177.63114500855247
34,80.8903717823246,800.4740192355869,0.0,0.0,False,5,53.97040400452982,6,224.8480726968375
35,361.0161950443038,675.1665388442096,1.0,0.0005,True,6,96.55580234372096,7,157.8497543505158
36,927.1052712338004,500.03333437773654,0.0,0.0,False,9,251.43195829283587,4,251.49823861949196
37,865.0888507734392,833.800479039283,0.0,0.0,False,9,90.7816535844799,8,185.140079228967
38,845.7857086193148,15.923360724198643,0.0,0.0,False,4,240.2728916140218,3,275.76320619743564
39,746.9619584467364,173.87127911770762,0.0,0.0,False,3,89.44835204925228,4,170.927541097485
40,913.6429620269723,899.5110537941546,0.0,0.0,False,9,150.13222711832393,8,260.7620954630809
41,582.9364597005473,593.3692152007789,0.0,0.0,False,7,177.23334645173418,8,195.54302650378898
42,350.51677465947097,318.27808558423567,0.0,0.0,False,1,84.93433636076742,2,164.33846667550355
43,509.67005160119584,271.56814791839565,0.0,0.0,False,2,23.636727831905688,3,191.54809908250527
44,745.8256149730053,258.91857600682897,0.0,0.0,False,3,46.68541512767889,4,154.43212747495778
45,608.3978972258027,103.52216321140651,0.0,0.0,False,3,172.76198049027002,2,182.2247535140095
46,266.14021542495624,846.5417550557604,0.0,0.0,False,6,102.30735790115398,5,192.15327645059116
47,484.21340331778083,52.72794124984448,0.0,0.0,False,2,197.90270791055855,1,269.90895339992744
48,880.6857249352012,970.3788856957815,0.0,0.0,False,9,221.22363002580224,8,284.9810247294958
49,1.334239898761913,302.6906630344666,0.0,0.0,False,0,111.85364628552244,1,303.2779949614908
50,592.5500366745293,587.8659230016331,0.0,0.0,False,7,186.6894967923185,8,194.50694985721557
51,955.4266326025487,751.8469600857369,0.0,0.0,False,9,55.45739683050601,8,255.43331009137333
52,285.1242444782576,329.85934197042076,0.0,0.0,False,1,81.2330142386164,0,201.61473258071766
53,110.79089579470092,830.0389407229625,0.0,0.0,False,5,80.76308230934477,6,205.44176095970758
54,886.852146700968,597.828714610887,0.0,0.0,False,9,152.7382275114771,8,240.9768138716564
55,228.6586017679022,75.60700849544433,1.0,0.0005,True,1,188.42109910415763,0,216.71629217661433
56,705.7096367410782,401.48021838480554,0.0,0.0,False,3,151.5877848430521,4,246.3635561871767
57,83.17115694479116,408.4063676605346,0.0,0.0,False,0,159.29779431612138,1,268.52807021997694
58,553.1636900865648,942.5883664293538,0.0,0.0,False,7,199.79153342308413,8,242.18005861945244
59,719.1022530677113,472.8251734874055,0.0,0.0,False,3,223.64246915994116,8,277.83228848452757
60,799.1275734006382,755.313836648995,0.0,0.0,False,8,99.26989809721333,9,101.01229285575016
61,574.1091808572421,189.23959841496307,1.0,0.0005,True,2,95.83317321317487,3,139.78671161884287
62,355.1941147536967,128.77109916196883,0.0,0.0,False,1,133.20223985294479,2,188.85229890145038
63,883.5652799043984,403.44439536921215,0.0,0.0,False,4,154.32200910707414,3,239.25173866996917
64,89.00275608748953,919.7458071382921,0.0,0.0,False,5,170.10167081690145,6,270.80154353272377
65,661.7729909223797,89.02019432046914,0.0,0.0,False,3,165.4563448757405,2,228.2213803055968
66,352.23689960172555,539.4914379367574,0.0,0.0,False,6,216.8929422132837,7,257.19212379317645
67,847.0014756435162,194.20536191900274,0.0,0.0,False,4,76.95378627822207,3,157.23382422354533
68,300.50649353809087,918.2344138658128,0.0,0.0,False,6,168.23517629936293,7,260.96068119400934
69,683.2958626489337,951.8910741146105,0.0,0.0,False,8,202.58093200445708,7,272.68549479458557
70,179.8662649800792,895.174794763779,0.0,0.0,False,5,165.6935162176649,6,188.43522845938838
71,432.6163323071025,87.64854347608986,0.0,0.0,False,2,175.7798455659292,1,209.63083511264017
72,605.0859378544392,391.33327077072823,0.0,0.0,False,3,170.2462117632089,2,176.11969725586923
73,660.1500101860928,406.29004066553046,1.0,0.0005,True,3,161.29041663844032,2,223.7735519980831
74,734.3143262021156,496.07299856182107,0.0,0.0,False,3,248.45400701922918,8,256.2350386697536
75,915.6947823415512,608.7114775107433,0.0,0.0,False,9,142.1575632175294,8,257.8501225839661
76,423.6331696863874,956.9783212604547,0.0,0.0,False,7,220.61713044082518,6,241.0916550163009
77,696.2545510058859,683.5367835992641,0.0,0.0,False,8,66.56866772362622,7,207.20330095066757
78,471.1166980625725,546.4037851571361,0.0,0.0,False,7,205.63478263452953,6,265.9555283391928
79,627.89167786295,197.75251526474392,0.0,0.0,False,3,89.04723343586474,2,138.15238299704205
80,439.4731763258066,226.91276172247876,0.0,0.0,False,2,64.78052913777366,1,141.3710984808868
81,657.686499811517,535.8941684686137,0.0,0.0,False,8,218.24696880815353,7,265.90663646955846
82,124.90199844902861,709.3673800738278,0.0,0.0,False,5,47.65626222040697,6,179.75071612989123
83,154.63526118710945,13.60193101278373,0.0,0.0,False,0,242.6294680904781,1,277.51568300012264
84,989.3681638612928,845.1061867703891,0.0,0.0,False,9,130.5061510961955,8,304.5966529994382
85,939.3660875225121,416.5715944197013,1.0,0.0005,True,4,171.16011484674675,3,291.6199923245256
86,209.45284589460823,898.6367181445424,0.0,0.0,False,6,174.04499733507342,5,184.58818882910415
87,974.6628061373175,780.5537117929407,1.0,0.0005,True,9,80.6725723193747,8,276.35699082808037
88,626.0737713363792,130.5757430444846,1.0,0.0005,True,3,140.4536949809542,2,173.6569865233029
89,687.171093558055,273.8831542921556,0.0,0.0,False,3,27.110623368692387,2,188.68869420996342
90,30.53060941568908,114.88725225844986,0.0,0.0,False,0,151.9258069928454,1,301.4451974474824
91,701.0886037205452,471.762013174311,0.0,0.0,False,3,221.76468507222623,8,278.240116393867
92,349.6998772319224,927.9865688264879,0.0,0.0,False,6,184.79528262240427,7,232.95781932943422
93,592.8717690076077,721.1840263348323,0.0,0.0,False,7,97.23952805764779,8,110.936099687302
94,384.02702515605745,277.2864040418107,1.0,0.0005,True,1,88.34641363467821,2,119.1397445846124
95,932.2464195651854,733.258318570954,0.0,0.0,False,9,36.33339334339193,8,232.84905689720927
96,145.60622189907147,667.0664370776103,0.0,0.0,False,5,94.64620084773247,6,175.2581369730967
97,902.9721187933433,659.1722336817365,0.0,0.0,False,9,90.87638100456475,8,222.36763285564768
98,716.4719931239314,187.5074604203325,1.0,0.0005,True,3,64.6269607872067,4,193.87585412066818
99,530.2645885651953,106.18798390540552,0.0,0.0,False,2,146.96204031726168,3,222.46798841211816
100,417.99428705904694,644.3092595936489,0.0,0.0,False,7,133.7739494916581,6,158.40828383078792
101,122.28656155458407,35.60119075975665,1.0,0.0005,True,0,215.5540308821909,1,278.47605930802547
102,314.32022817957903,515.2996202083943,0.0,0.0,False,6,235.13684783427533,1,265.6858246460159
103,768.949022078878,548.4932022327456,0.0,0.0,False,8,212.97642402868624,9,240.37335201826258
104,710.3585449982561,630.9829678356705,0.0,0.0,False,8,119.46695526247392,9,223.89492044346048
105,84.61301264358345,574.5100760934648,0.0,0.0,False,5,176.1631992574727,6,277.8277662783089
106,695.2851063897161,488.25643535776095,0.0,0.0,False,3,238.30308267234653,8,261.7860268489941
107,691.9143115870113,75.12721521169784,0.0,0.0,False,3,175.05961617896853,2,259.6374276785462
108,70.38283561999647,67.19872125621073,0.0,0.0,False,0,185.1849992204463,1,293.49676265382914
109,671.7449700658789,587.6444526446417,0.0,0.0,False,8,164.79584483122164,7,236.33801746648302
110,17.449179808904148,211.7062284759964,0.0,0.0,False,0,91.00027940481958,1,285.13396663356957
111,650.3535945921818,608.8928860676456,0.0,0.0,False,8,149.58603936275568,7,206.19752910524562
112,593.8552468883069,170.5485581012579,0.0,0.0,False,2,122.96885373237495,3,132.5867272125362
113,48.158063637313006,949.7754692434967,0.0,0.0,False,5,206.39240411723532,6,321.4569940479861
114,595.6028088251428,27.462682156700446,0.0,0.0,False,2,242.2039530811719,3,245.8081189832618
115,940.0789459839121,763.7764394474398,0.0,0.0,False,9,42.3805638828735,8,240.47388753998882
116,373.3115488282133,875.9161994234383,0.0,0.0,False,6,145.7033715081247,7,178.61929609521275
117,389.0732610080222,348.0018220323832,0.0,0.0,False,1,132.4326355105499,2,148.01722381216746
118,99.20622405891099,238.36624009949904,0.0,0.0,False,0,11.660808276751485,1,201.13051689413703
119,542.3264676567362,910.7119448807687,0.0,0.0,False,7,166.1922353530873,8,225.14278142761202
120,163.89586222376062,138.3557001282394,0.0,0.0,False,0,128.63565175787545,1,176.0363201548736
121,235.33986851806077,460.9260543232687,0.0,0.0,False,1,220.6144442135287,0,250.61261022316592
122,908.8315526203744,743.6335186366144,0.0,0.0,False,9,10.887075210394089,8,208.92857500779192
123,796.1334195451503,611.066053409013,0.0,0.0,False,8,168.95051307643647,9,173.46731118781716
124,386.619039235079,510.01329664686534,0.0,0.0,False,6,255.140110026459,7,265.4220413799163
125,85.03921994461405,284.5191623237283,0.0,0.0,False,0,37.621769062572525,1,217.71474348227298
126,966.8158724137764,570.4967924169583,0.0,0.0,False,9,191.53527700926168,8,321.5775354475576
127,862.9037156880908,13.605170342159244,1.0,0.0005,True,4,239.28779701169375,3,287.0890734144124
128,199.4195544567512,300.66945648325503,0.0,0.0,False,0,111.58692409367413,1,112.62246599141271
129,681.0975789842685,24.284790293628845,0.0,0.0,False,3,226.5053143152431,2,289.385018628737
130,136.72904683252395,603.1242805489745,0.0,0.0,False,5,151.39848032751874,6,219.61302582604816
131,104.9811394612441,141.46104264370007,0.0,0.0,False,0,108.65319606125288,1,223.18839851082632
132,527.3545151817116,522.6390402940112,0.0,0.0,False,7,229.00060152596703,2,274.0078754219776
133,534.7649759343914,716.1025703561345,0.0,0.0,False,7,48.55552788488272,8,168.67616581610773
134,443.7476446531554,101.28644732836489,0.0,0.0,False,2,158.99700698531046,1,206.83110523214108
135,904.5052782801976,171.38776580060954,0.0,0.0,False,4,78.74122743646961,3,219.09425416993676
136,817.8203108445,358.96775585000796,0.0,0.0,False,4,136.4825011665655,3,160.48550545915836
137,922.6836065210239,793.6023921748615,0.0,0.0,False,9,49.14991971683231,8,226.91222359445646
138,174.20014617615576,831.9850562562191,0.0,0.0,False,5,110.57672061468584,6,150.157093310426
139,898.8413302035166,958.4643998425638,0.0,0.0,False,9,208.4676198295975,8,288.08901506101245
140,536.9594511973846,20.878503433899187,0.0,0.0,False,2,232.08330664117483,3,281.2096739846404
141,231.56922072407193,728.0681128598292,0.0,0.0,False,6,71.85944075652118,5,133.38465997058563
142,270.93891926160774,511.42213787639747,0.0,0.0,False,6,240.34130462563454,1,263.0324705916544
143,85.36880519173017,661.119472749631,0.0,0.0,False,5,90.07674497794163,6,232.30647410076426
144,342.1881873057979,37.2492727815219,0.0,0.0,False,1,216.89332649978044,2,264.89137426088683
145,11.253980101368244,990.7112304988428,0.0,0.0,False,5,256.54970772954584,6,375.9204177689316
146,721.9678224506846,660.401083285308,0.0,0.0,False,8,92.2526481986892,9,199.3073559089009
147,807.4283330342607,197.72848404693966,0.0,0.0,False,4,106.31004141117991,3,119.47032317086565
148,49.759337154127614,274.9280642229417,0.0,0.0,False,0,56.08504782110583,1,251.47921927555902
149,948.9925710457085,272.14832948119005,0.0,0.0,False,4,53.76635115456641,3,249.97569668821717
150,901.9516772447528,360.65136837131894,0.0,0.0,False,4,110.66857894864742,3,230.27853843642077
151,774.2991547180535,429.4423847910953,0.0,0.0,False,3,194.21620388456978,4,219.0896436715149
152,346.2364348619911,2.63412344528291,0.0,0.0,False,1,251.64992507932658,2,291.2612415815641
153,330.7951800135246,941.004447939758,0.0,0.0,False,6,193.47103722479272,7,255.1724323656991
154,743.3015419165062,798.950047614269,1.0,0.0005,True,8,65.35388813059359,9,164.1661168669823
155,403.71147917849527,915.8104252813774,0.0,0.0,False,7,191.74090949503866,6,195.573945210968
156,997.6018352978186,734.7463455273393,0.0,0.0,False,9,98.78659943673455,8,297.9924937769428
157,982.6864392727978,585.0613526579951,0.0,0.0,False,9,184.5042130321807,8,327.28638886416195
158,976.4851312250037,235.7360609552289,0.0,0.0,False,4,77.80382545594385,3,276.8528268694045
159,903.9972844789392,72.24368458810704,0.0,0.0,False,4,177.80125407886734,3,270.57753000497587
160,339.8606455649781,524.3914940459551,0.0,0.0,False,6,229.10274774361196,7,276.6655215195451
161,332.7473148749613,583.3826853939021,0.0,0.0,False,6,169.8049356116225,7,236.08216833992935
162,699.3117393477443,1.9971149048891856,0.0,0.0,False,3,248.00384012797903,2,318.16756663324736
163,652.7871968806329,185.99866481570515,0.0,0.0,False,3,79.53124973091128,2,165.65053104657935
164,885.604344606306,677.7210282770459,0.0,0.0,False,9,73.69860682225678,8,199.1813808820091
165,99.26561982083504,321.4660156862806,0.0,0.0,False,0,71.46978880841372,1,213.07670633831665
166,45.56368731410021,902.7306256738882,0.0,0.0,False,5,162.14177795242782,6,296.7566026762241
167,94.33349054685492,590.0026397727399,0.0,0.0,False,5,160.0976720913649,6,260.5721942002489
168,116.36075738087715,407.81480143273706,0.0,0.0,False,0,158.66059981397444,1,242.1340186363314
169,9.476578612617415,298.40807868831996,0.0,0.0,False,0,102.6539424570348,1,294.5287769589336
170,571.7848766990712,506.2378226731721,1.0,0.0005,True,7,254.11231299922628,2,266.10315723604043
171,919.939911465822,771.0252474034604,1.0,0.0005,True,9,28.976906281408606,8,220.94258458696987
172,23.096392524366237,770.5076084584623,0.0,0.0,False,5,79.59099727640023,6,277.6619704563544
173,64.34380238137582,206.6037157450864,0.0,0.0,False,0,56.16584296306469,1,239.61861564411333
174,276.83300877498004,880.6745386119823,1.0,0.0005,True,6,132.71226214587176,5,219.8766655056116
175,883.1274367272886,108.49882005052835,0.0,0.0,False,4,142.5035694938355,3,231.42653696021947
176,945.0781767286239,208.13169131093946,0.0,0.0,False,4,61.522331633802,3,248.62877544867789
177,91.57409564941044,114.91188896870852,1.0,0.0005,True,0,135.35063208617763,1,248.3750296353553
178,450.2092446815139,468.7435239389872,0.0,0.0,False,2,224.3386916704999,1,265.3517410024611
179,987.2901303678266,630.6308491866467,1.0,0.0005,True,9,147.8802252687398,8,311.1022551712923
180,685.9269409879653,380.9315512084394,0.0,0.0,False,3,131.6856943323928,2,227.40250325577003
181,929.1879176183925,376.0166097468174,0.0,0.0,False,4,129.35269795013838,3,261.5478684951126
182,859.0420800202694,539.0867826070997,0.0,0.0,False,9,214.85329059637607,8,264.1567119877869
183,965.2034750621452,666.3363915744684,0.0,0.0,False,9,106.07116731214226,8,278.0871851772724
184,682.8751245072242,508.0980876377814,1.0,0.0005,True,8,242.50731239519678,3,258.6655837233144
185,270.7421746160468,544.2275466058859,0.0,0.0,False,6,207.8420624465384,5,267.38584997798495
186,342.1489551214957,350.3164226042479,0.0,0.0,False,1,108.81139215150186,2,187.03031041344514
187,482.2552578011372,945.8019002740743,0.0,0.0,False,7,196.60432351970965,6,267.4983423258872
188,761.2539299087815,616.4185216355909,0.0,0.0,False,8,146.95596378266183,9,192.59928174263376
189,845.8226449871275,1.3414121825476855,1.0,0.0005,True,4,254.49219848859897,3,288.26261826052206
190,101.51317756352518,609.95846239198,0.0,0.0,False,5,140.04971246652823,6,242.91696304817245
191,727.53340297736,116.63012116675675,0.0,0.0,False,3,136.1822780669632,4,218.01892502386966
192,400.0881238021811,104.09716879907349,0.0,0.0,False,2,176.83330896020226,1,176.93294966932186
193,781.3855145102688,290.48322979679597,0.0,0.0,False,3,90.898261077324,4,125.33270946873306
194,565.9959252945594,667.9965734585462,0.0,0.0,False,7,105.26169350729955,8,157.10395921873175
195,560.1701042928521,339.1525870759369,0.0,0.0,False,2,107.55754382164557,3,165.83299887478478
196,418.7492645314723,875.0332283263131,0.0,0.0,False,7,149.11401744932164,6,172.43751335618802
197,962.7603535851435,33.77587559749329,0.0,0.0,False,4,225.14824884009852,3,340.28793012656257
198,617.2922886325046,48.15736732512688,0.0,0.0,False,3,218.1307265947938,2,233.447915685222
199,855.391614114639,23.898559187469857,0.0,0.0,False,4,230.45990894036072,3,274.35089807517477
200,550.3771551307407,371.9877361935937,0.0,0.0,False,2,131.98054985756244,3,193.04922555764955
201,203.68040713383417,780.0075984528498,0.0,0.0,False,6,100.88567755044033,5,107.93554923353607
202,922.0523125291397,268.544273012098,0.0,0.0,False,4,28.813096838591992,3,222.82531176032487
203,867.2162132893014,25.20781952252249,0.0,0.0,False,4,227.17020287641466,3,280.16564098874073
204,27.085909463474888,701.9891541335279,0.0,0.0,False,5,87.30123664406318,6,277.1049298265781
205,853.1555124480402,228.12423929786874,0.0,0.0,False,4,51.700627852112454,3,154.70992178757868
206,288.437997627432,233.34404264863616,0.0,0.0,False,1,20.275621177998925,0,189.17267208856182
207,421.7650275459257,481.4554859158535,0.0,0.0,False,2,244.32018515757886,1,261.53080868953833
208,430.0760099790737,65.11338492600893,0.0,0.0,False,2,197.66746017988072,1,226.0593479721514
209,791.5477948390125,385.0956687933365,0.0,0.0,False,3,163.1926421950597,4,173.2417978751081
210,483.9088804852313,20.23016482716522,0.0,0.0,False,2,230.3325884076985,1,294.307073439771
211,941.6685697417352,652.4278274522551,0.0,0.0,False,9,106.09711852830289,8,260.6223828774167
212,664.6115606919648,315.7539774248562,0.0,0.0,False,3,74.67213123948581,2,177.2584312822183
213,614.8384817565036,771.8697209918628,0.0,0.0,False,8,87.92479107623342,7,116.9023592080191
214,742.9856059390115,258.14786233992305,0.0,0.0,False,3,43.75099974462662,4,157.22565822107316
215,930.6710414681833,600.780964450054,0.0,0.0,False,9,152.3385484872397,8,274.7279562448503
216,894.1647132119024,701.6618553270632,0.0,0.0,False,9,48.6890829891169,8,200.0912593970113
217,838.6818224655352,434.57239082431244,0.0,0.0,False,4,194.4913528945461,3,230.86709453052197
218,831.0646803377991,66.0317225508762,0.0,0.0,False,4,196.45967882628642,3,225.88111372942907
219,271.05868544239996,901.112073186921,0.0,0.0,False,6,153.85856606367844,5,228.24533407745994
220,379.6670566042023,196.33983672109878,0.0,0.0,False,1,96.0533863593341,2,131.75519112890618
221,195.7629351217347,987.8999291743568,0.0,0.0,False,5,256.4506113158897,6,259.73398313582237
222,344.5271047441244,973.9830740871143,0.0,0.0,False,6,228.366110739768,7,272.6540640385876
223,588.9941063369998,294.2023045002713,0.0,0.0,False,2,99.36696979306522,3,119.48285295830529
224,708.6528758656493,825.9591234049988,0.0,0.0,False,8,76.45038056937433,9,205.87255849904437
225,114.92817130808474,324.90872919118686,0.0,0.0,False,0,76.38172561314713,1,199.6569545105008
226,204.81988459824385,220.03396963016075,0.0,0.0,False,1,99.78585743489779,0,109.0191321893331
227,431.4024948312996,365.8373252011435,0.0,0.0,False,2,134.6250482827225,1,175.1710636995882
228,964.726546233613,170.0975251645509,0.0,0.0,False,4,102.82962254215283,3,276.52224099628376
229,736.1603140878884,929.009518030049,0.0,0.0,False,8,182.6252333613435,9,242.66818956165187
230,849.8856381039968,341.57366110278764,0.0,0.0,False,4,104.38958126178962,3,175.6457796749199
231,241.3041802903837,856.7494727961931,0.0,0.0,False,6,121.82220320470714,5,177.09410297862104
232,258.91773855352386,535.0766824346484,0.0,0.0,False,6,218.8144982373279,5,267.29549203131563
233,406.76054975589284,178.54795976347327,0.0,0.0,False,2,117.46909864209213,1,128.46481634339693
234,288.5020313322793,710.2837999677665,1.0,0.0005,True,6,41.34706553655616,5,192.6405781796659
235,645.5482985552712,511.5819229248805,0.0,0.0,False,8,244.55708386064697,3,267.189240410807
236,124.46948703957995,666.8211342401995,0.0,0.0,False,5,86.70339961654953,6,194.24130531180822
237,579.780889925633,717.9555524740439,1.0,0.0005,True,7,85.9757931895352,8,124.41656258037561
238,171.1324257241774,473.9553396502939,0.0,0.0,False,0,234.98045907539662,1,258.38507282274094
239,157.23784853322908,816.7169868147456,0.0,0.0,False,5,87.90521960812005,6,157.5823220448924
240,885.1778440398247,103.2556472428725,0.0,0.0,False,4,147.49102133152388,3,236.27259466418423
241,100.78880793489998,888.817031179202,0.0,0.0,False,5,138.81927230527359,6,242.8070575362374
242,64.32566090933989,326.6677551402799,0.0,0.0,False,0,84.56123903896699,1,247.83127079541305
243,902.0323637072132,333.1809434450871,0.0,0.0,False,4,83.20576815734098,3,218.48603007409528
244,609.3776919769757,64.46923366497847,0.0,0.0,False,3,206.480187834766,2,215.37210766269283
245,553.9880796073445,861.8016116560328,0.0,0.0,False,7,124.15439222425982,8,183.89964998780596
246,198.1247468181876,887.4946580537674,1.0,0.0005,True,5,168.91787037331434,6,171.1237803584902
247,472.82512323304394,468.6711334322304,1.0,0.0005,True,2,220.353213100775,1,278.72134438728074
248,990.947517214748,902.867003308291,0.0,0.0,False,9,177.8757195009593,8,328.6621037994541
249,227.0685859795316,996.5162999795962,0.0,0.0,False,6,257.07834857617866,5,277.3386228033662
250,20.303498762255458,56.53911748378437,1.0,0.0005,True,0,209.23347096841562,1,340.08417468119364
251,348.96609696069856,514.8495447234295,0.0,0.0,False,6,240.19453629993941,1,269.3380032445708
252,21.725001457339022,327.8104520360359,1.0,0.0005,True,0,110.3695693699392,1,288.9488557858816
253,192.16058704568096,75.13768477700988,1.0,0.0005,True,0,197.66234616069116,1,205.44139863103666
254,485.70913206616973,154.2762871133312,0.0,0.0,False,2,96.784596476462,1,208.92800420618457
255,469.9909388074615,304.07786770919733,0.0,0.0,False,2,61.84625719985785,1,178.3853554880993
256,129.5002699790293,419.6373474013634,0.0,0.0,False,0,172.1833196398724,1,240.51400701538103
257,12.671267752809579,673.4452850521187,0.0,0.0,False,5,116.13325043523423,6,297.35235791150035
258,548.3927162951718,841.8324729180252,0.0,0.0,False,7,103.80297718594022,8,177.25115388791158
259,416.2598781302893,684.6115802431382,1.0,0.0005,True,7,106.24525141884489,6,133.3866736266006
260,660.7588108548312,866.6827700967792,0.0,0.0,False,8,123.1045887162,7,198.64104335438137
261,313.641366452459,484.7277706527786,0.0,0.0,False,1,235.12382523749844,6,265.62274477449233
262,834.1888648136159,535.7035752664615,0.0,0.0,False,9,224.17418042249574,8,252.8430522943907
263,895.5541502676567,561.269596602336,1.0,0.0005,True,9,188.78276072376826,8,271.77305027090205
264,710.822081432878,371.77015771202014,0.0,0.0,False,3,122.25010738543382,4,224.98056845558662
265,694.406121012843,777.5991124311009,0.0,0.0,False,8,28.160299876022403,7,196.35541982396282
266,469.4347273512548,682.4877144674801,1.0,0.0005,True,7,74.10900478293188,6,182.3897900936852
267,176.25242117302932,231.40312275163544,0.0,0.0,False,0,78.48742305707195,1,125.13715319172027
268,367.83889430905845,351.70119731883796,0.0,0.0,False,1,122.25076325798875,2,166.76238003080144
269,894.6468989945943,662.7662645159289,0.0,0.0,False,9,87.39782775835425,8,213.3005857814663
270,730.0695554242456,945.2176132423632,0.0,0.0,False,8,197.51985895969213,9,258.81706379943046
271,866.8329033411587,367.126413647782,0.0,0.0,False,4,121.73189013059908,3,203.84262167474137
272,262.5984453584912,519.8532540549811,0.0,0.0,False,6,233.16603731822278,1,272.43284496121964
273,836.7985641068292,192.9106582674719,0.0,0.0,False,4,85.16815389810887,3,148.23306001409952
274,649.9884455367652,366.769814520761,0.0,0.0,False,3,127.02891467316415,2,190.08346424070692
275,186.50220628250025,698.41405765664,0.0,0.0,False,5,100.71614140341501,6,124.67100154483634
276,153.10726518197447,96.09977102848455,0.0,0.0,False,0,162.80559601129636,1,212.7504548051629
277,275.1525157374082,354.6131711928313,1.0,0.0005,True,1,107.52354654307298,0,204.01548803010925
278,463.4377725479667,100.91743865480119,0.0,0.0,False,2,153.50051001055076,1,221.21825329905727
279,40.484465470586926,605.0210586700258,0.0,0.0,False,5,156.71947000766005,6,297.26622090517964
280,181.2712362775202,186.02751485977942,0.0,0.0,False,0,103.42868413110676,1,134.8665940479116
281,449.3323976011365,337.5926132906789,0.0,0.0,False,2,101.19126363446469,1,173.12605487445944
282,821.4187772729894,296.46202338571527,1.0,0.0005,True,4,91.2892555691348,3,130.00476564942744
283,186.78252677263896,301.87409948816224,1.0,0.0005,True,0,101.10454564831174,1,124.53561113872597
284,266.3754948356738,632.9520993666946,0.0,0.0,False,6,121.78184753981166,5,203.42324430723116
285,776.0936544763941,388.1546322695327,0.0,0.0,False,3,157.72427419107902,4,185.5787834816928
286,684.4710684994948,790.0760658465798,0.0,0.0,False,8,42.979515670686474,7,188.77411413402183
287,78.06604910210358,480.78354951369715,0.0,0.0,False,0,231.82352108475195,5,270.1084882309982
288,870.5256944115854,625.7950272057709,0.0,0.0,False,9,127.65425945394237,8,210.96418587373685
