user_id,user_x_m,user_y_m,request_weight,request_probability,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m,segment
24,255.86012775069827,609.099301451474,1.0,3.7037037037037037e-05,9,28.70212811533317,8,162.96596533105136,campus
25,214.62707879840158,379.8077558046398,1.0,3.7037037037037037e-05,5,66.237950546772,4,121.21701848920311,campus
26,229.11163451194696,724.2557231043226,1.0,3.7037037037037037e-05,9,113.06283371649901,8,168.84587153600316,campus
27,704.3525568188137,727.1945144451759,1.0,3.7037037037037037e-05,11,114.83154910637964,10,258.3232072067733,campus
28,353.70415406897774,471.00942096911393,1.0,3.7037037037037037e-05,5,121.32338309142165,6,149.58404729203576,campus
29,137.3025266918524,375.12154101109184,1.0,3.7037037037037037e-05,4,43.77152879558985,5,143.32496436829695,campus
30,94.9516495662665,300.3275795947077,1.0,3.7037037037037037e-05,4,73.85162451006488,0,175.61132903088776,campus
31,104.45708187088817,121.02456679430236,1.0,3.7037037037037037e-05,0,11.524830671123825,1,176.20601727436036,campus
32,324.91865087077974,177.78768258500736,1.0,3.7037037037037037e-05,1,69.12282602048455,2,152.33035831353695,campus
33,68.21653062898376,51.791962728958715,1.0,3.7037037037037037e-05,0,77.20186782394035,1,224.57925065041601,campus
34,735.6275577611245,209.45110403958455,1.0,3.7037037037037037e-05,3,117.10567738609737,7,183.48191929309735,campus
35,390.6513297358997,284.9994967688662,1.0,3.7037037037037037e-05,6,117.84829965115676,5,141.62120281443737,campus
36,708.7434189889161,397.76353631325196,1.0,3.7037037037037037e-05,7,58.88822350697468,11,232.20119561547438,campus
37,115.24493345674668,212.6733688475371,1.0,3.7037037037037037e-05,0,90.5897370800447,4,162.94424620979396,campus
38,630.7142127824198,560.0432635968755,1.0,3.7037037037037037e-05,11,67.97293719735693,10,174.96276607124466,campus
39,424.1194045759882,118.67105329184558,1.0,3.7037037037037037e-05,2,44.00575517269493,1,143.62261934984454,campus
40,331.83391601784405,653.7682006561855,1.0,3.7037037037037037e-05,9,59.43036008024687,10,139.1800466814077,campus
41,307.2679543912042,75.95172028319072,1.0,3.7037037037037037e-05,1,55.57351701022413,2,167.6880277962887,campus
42,283.8778325750902,718.7669880570994,1.0,3.7037037037037037e-05,9,95.21302806513488,10,206.99797533728662,campus
43,433.2366029174803,678.1493060636825,1.0,3.7037037037037037e-05,10,64.51979261948797,9,162.06510171028685,campus
44,320.3419940430742,314.2281100774387,1.0,3.7037037037037037e-05,5,71.90281095968925,6,159.0880743279916,campus
45,361.340827710336,381.7201907221498,1.0,3.7037037037037037e-05,5,81.06927250369837,6,106.63427793041059,campus
46,508.9963096187308,633.4784640847168,1.0,3.7037037037037037e-05,10,42.45218432358544,11,146.12736835132458,campus
47,37.588365320088585,713.1888341499783,1.0,3.7037037037037037e-05,8,105.61814014352204,9,259.01913645850567,campus
48,668.5838631174798,63.67095000098993,1.0,3.7037037037037037e-05,3,62.58985182989009,2,209.94919519546912,campus
49,225.4724793919881,276.7453564138528,1.0,3.7037037037037037e-05,5,111.94844634408696,1,161.71843166003384,campus
50,280.44243581219047,629.4300412111531,1.0,3.7037037037037037e-05,9,5.823317407142458,8,186.99160991279868,campus
51,536.0618062907897,668.5077054926229,1.0,3.7037037037037037e-05,10,81.78140933544762,11,126.93398751067646,campus
52,359.64428567632257,579.7679198035302,1.0,3.7037037037037037e-05,9,90.36729114697825,10,116.61765517303868,campus
53,444.05032084062975,608.2331601423391,1.0,3.7037037037037037e-05,10,28.214898197718565,9,164.14778946905042,campus
54,479.9843229432283,121.31938743322127,1.0,3.7037037037037037e-05,2,12.739920789207671,3,174.83883102472805,campus
55,256.253016049513,349.262518254357,1.0,3.7037037037037037e-05,5,34.84436918924057,4,164.60628512505912,campus
56,691.8618597247776,450.0962831613462,1.0,3.7037037037037037e-05,7,84.49714317198858,11,177.4293617370875,campus
57,186.72607897479705,223.19099051062108,1.0,3.7037037037037037e-05,0,135.5711517296488,1,136.06261761176395,campus
58,449.3626072424241,412.3058672777306,1.0,3.7037037037037037e-05,6,42.32248238473154,5,172.99504151294983,campus
59,602.0888434505256,732.5690585935392,1.0,3.7037037037037037e-05,11,121.03548141817147,10,173.00463757140253,campus
60,111.5215950927576,583.9340479289906,1.0,3.7037037037037037e-05,8,43.55953146027066,9,173.69476899053535,campus
61,108.64712176203966,556.8410891904578,1.0,3.7037037037037037e-05,8,68.45590604668133,4,183.29884197019058,campus
62,328.2765089398351,444.05941160097024,1.0,3.7037037037037037e-05,5,84.59230549883999,6,155.96805984463458,campus
63,104.36682470894287,33.033858991027174,1.0,3.7037037037037037e-05,0,92.32490616156761,1,198.67913387446242,campus
64,572.8132014971097,486.8775044892513,1.0,3.7037037037037037e-05,7,139.37053004004687,6,154.11430597440543,campus
65,318.145156202206,528.849106246226,1.0,3.7037037037037037e-05,9,101.91839279885065,5,159.16896227534545,campus
66,246.49904140870274,378.3373834048265,1.0,3.7037037037037037e-05,5,34.3792985269628,4,153.0144832333294,campus
67,430.71693355010035,456.4747678475178,1.0,3.7037037037037037e-05,6,90.23887257241944,10,171.17919873537681,campus
68,458.3442954750716,655.3874064187034,1.0,3.7037037037037037e-05,10,33.128457879057414,9,180.53871220999784,campus
69,486.42022950049613,442.48177660087396,1.0,3.7037037037037037e-05,6,70.83261613251233,7,181.70160987040035,campus
70,157.70856331893353,30.935802736204842,1.0,3.7037037037037037e-05,0,113.63650319054393,1,154.60955263952863,campus
71,323.6985530414859,191.04934988575513,1.0,3.7037037037037037e-05,1,79.0867866833249,2,158.54908268521305,campus
72,667.2195410748624,227.7595387166602,1.0,3.7037037037037037e-05,3,103.78460755670645,7,146.93286840307414,campus
73,447.2862148557713,722.3479360029959,1.0,3.7037037037037037e-05,10,100.82798004618466,9,193.71488983018077,campus
74,229.50591018749236,640.7360153152213,1.0,3.7037037037037037e-05,9,53.911088892823344,8,137.03887740980895,campus
75,267.74300775978975,400.1769821462649,1.0,3.7037037037037037e-05,5,29.02606724708323,4,176.1328273036608,campus
76,592.0492479897107,263.31005186239804,1.0,3.7037037037037037e-05,7,127.37892533019802,3,152.12849694321304,campus
77,187.50695852531558,448.83371348539737,1.0,3.7037037037037037e-05,5,119.3572222015857,4,120.02010721314534,campus
78,46.59579542224489,704.8095729311918,1.0,3.7037037037037037e-05,8,93.79410652948012,9,247.71512712436132,campus
79,186.6295559057973,641.5563931100335,1.0,3.7037037037037037e-05,8,94.80235742766126,9,95.69274439222329,campus
80,298.91771700845663,392.06824776242485,1.0,3.7037037037037037e-05,5,25.595874486784158,6,169.73620828365935,campus
81,704.6713691756684,611.7378037413541,1.0,3.7037037037037037e-05,11,51.27460809251228,10,237.26139341971626,campus
82,659.8515426880667,528.6199077879115,1.0,3.7037037037037037e-05,11,95.12441146939769,7,154.5370801390296,campus
83,295.153673611805,312.00608705370337,1.0,3.7037037037037037e-05,5,63.83513821604259,6,183.40810385790965,campus
84,482.7834294156495,653.8711510071465,1.0,3.7037037037037037e-05,10,33.809127721150304,11,174.64832844534476,campus
85,669.2836800981729,460.15754066438063,1.0,3.7037037037037037e-05,7,87.20467610409922,11,164.09335638317324,campus
86,383.49979237809936,105.93401583564733,1.0,3.7037037037037037e-05,2,86.27785396853473,1,104.57701077767818,campus
87,18.957017971020424,727.6676399332463,1.0,3.7037037037037037e-05,8,128.0270216983199,9,281.5987422782542,campus
88,8.690681042797243,263.9379988158765,1.0,3.7037037037037037e-05,4,139.10357661099928,0,163.03609714056725,campus
89,595.0088513546773,416.0442537591619,1.0,3.7037037037037037e-05,7,72.9904162365107,6,134.01316073091365,campus
90,87.1294905582056,63.94041855530934,1.0,3.7037037037037037e-05,0,61.11876210413684,1,202.8167470546899,campus
91,318.3455256591993,59.76465052249682,1.0,3.7037037037037037e-05,1,75.115487733598,2,162.8752520628554,campus
92,86.29395027811904,208.66281673335732,1.0,3.7037037037037037e-05,0,84.25319796676618,4,165.66153205260144,campus
93,736.513268922163,188.3571958765842,1.0,3.7037037037037037e-05,3,103.57671044693201,7,202.9864534502219,campus
94,664.9018466031239,306.33621079009697,1.0,3.7037037037037037e-05,7,68.57910346368877,3,181.89557932868956,campus
95,547.7100949645909,460.39158711678243,1.0,3.7037037037037037e-05,6,117.62382584529337,7,137.4809519278656,campus
96,534.7298930359368,689.31216411925,1.0,3.7037037037037037e-05,10,93.85561547512557,11,136.86223414638317,campus
97,558.1934727801865,427.4764363371165,1.0,3.7037037037037037e-05,6,105.02285879809774,7,110.33099203046625,campus
98,334.7793325354399,243.4206843748907,1.0,3.7037037037037037e-05,1,130.46902109788385,5,141.51691184931744,campus
99,77.28377968904492,349.1466509916667,1.0,3.7037037037037037e-05,4,29.83732719404863,5,204.87392117825112,campus
100,251.43791959482527,132.54627603927568,1.0,3.7037037037037037e-05,1,30.216976913143508,0,158.0902293327278,campus
101,12.966204459486333,342.8554436058533,1.0,3.7037037037037037e-05,4,86.44479337033118,0,232.53946964947934,campus
102,270.91822667729423,525.0128960515606,1.0,3.7037037037037037e-05,9,99.07326056435457,5,151.1590977249369,campus
103,574.6384624217523,508.1800059053234,1.0,3.7037037037037037e-05,11,140.52849820385296,7,156.15408940980433,campus
104,341.2600708570099,579.0732075520814,1.0,3.7037037037037037e-05,9,75.2341897557117,10,134.0610189983855,campus
105,79.91789944311112,490.1910940777747,1.0,3.7037037037037037e-05,4,116.82244565084714,8,134.11222521386068,campus
106,7.993771212366337,250.64915633852598,1.0,3.7037037037037037e-05,4,150.248956188133,0,152.23689882834802,campus
107,455.88073371644055,304.4516227428316,1.0,3.7037037037037037e-05,6,70.71013106243562,2,180.11838683828543,campus
108,156.53101003096177,583.9369387417554,1.0,3.7037037037037037e-05,8,74.44194943578952,9,130.2807078643928,campus
109,45.244533582713004,500.19652484182546,1.0,3.7037037037037037e-05,8,132.52686143926792,4,134.9679581078296,campus
110,499.85841858505535,682.8796545973195,1.0,3.7037037037037037e-05,10,67.4288228800166,11,165.88174019762806,campus
111,343.309635837278,560.5018250645485,1.0,3.7037037037037037e-05,9,88.94963517878233,10,139.48954839096794,campus
112,719.1193352919997,220.71640200455872,1.0,3.7037037037037037e-05,3,115.55604625960656,7,166.38797075688382,campus
113,746.9451231210268,361.861694205415,1.0,3.7037037037037037e-05,7,92.97283668070979,3,254.416655766173,campus
114,445.60408594370074,36.54203993405726,1.0,3.7037037037037037e-05,2,90.90784601841249,1,187.0668822707461,campus
115,317.312468138768,375.29278587356896,1.0,3.7037037037037037e-05,5,36.70547129060225,6,150.39892815434564,campus
116,704.724123636323,522.3106806877196,1.0,3.7037037037037037e-05,11,112.93748843670156,7,156.33405349971582,campus
117,595.99567687313,618.871952404458,1.0,3.7037037037037037e-05,11,58.9849338329928,10,128.37595220698745,campus
118,81.79932661164828,305.88860537355015,1.0,3.7037037037037037e-05,4,69.27946329057123,0,181.5468192124965,campus
119,76.306310535371,341.8135955945574,1.0,3.7037037037037037e-05,4,36.65665923084049,5,206.86349029916389,campus
120,541.0086061688154,571.6766368134928,1.0,3.7037037037037037e-05,10,89.83389687610983,11,125.0729557896724,campus
121,279.06409849374995,599.9399954690061,1.0,3.7037037037037037e-05,9,23.720934584797803,8,187.02648820108686,campus
122,191.21599224958686,437.40969366736135,1.0,3.7037037037037037e-05,5,109.51549686811794,4,116.36200858213249,campus
123,320.4438232397661,494.625406095883,1.0,3.7037037037037037e-05,5,126.87050715756708,9,134.99076717073797,campus
124,357.9711032498547,218.537065024725,1.0,3.7037037037037037e-05,1,121.58869241237792,2,144.37204663614162,campus
125,429.5879901319616,293.18781669080425,1.0,3.7037037037037037e-05,6,89.501374169497,5,169.55118292978906,campus
126,209.8577381812105,478.2379822806699,1.0,3.7037037037037037e-05,5,125.85284552819354,4,156.07855186182096,campus
127,161.61814344606861,306.0924488229241,1.0,3.7037037037037037e-05,4,96.27258732100775,5,137.1001059201406,campus
128,579.9411040607197,136.0607547222489,1.0,3.7037037037037037e-05,3,75.7029256190802,2,112.80525048751342,campus
129,308.01719718873835,33.371769149133165,1.0,3.7037037037037037e-05,1,95.36885948115443,2,183.97210997124358,campus
130,319.84059065189643,442.7006978648462,1.0,3.7037037037037037e-05,5,78.96174877089774,6,162.97719751142338,campus
131,251.61658679621485,663.2414124902432,1.0,3.7037037037037037e-05,9,49.11345066221327,8,162.9675952391764,campus
132,631.5761851497418,221.97540501016655,1.0,3.7037037037037037e-05,3,99.98562352046206,7,153.95057922408014,campus
133,46.60962866669944,175.1947661282314,1.0,3.7037037037037037e-05,0,68.92099337959033,4,204.4310209626465,campus
134,298.2068654083182,579.943306272871,1.0,3.7037037037037037e-05,9,47.07322561352993,10,175.03455800352305,campus
135,400.7185902642079,359.58286582990524,1.0,3.7037037037037037e-05,6,68.55749735726722,5,120.97643477910506,campus
136,640.9734259129677,148.7076748059742,1.0,3.7037037037037037e-05,3,27.68060103409821,2,174.91858406960205,campus
137,239.56522291863172,578.6970038098622,1.0,3.7037037037037037e-05,9,60.852167128772834,8,152.7746210567466,campus
138,356.21765376040184,183.57889221400762,1.0,3.7037037037037037e-05,1,95.80448080146657,2,126.07163436891588,campus
139,612.8812235454564,468.914052212291,1.0,3.7037037037037037e-05,7,103.60305033837055,11,160.27180236088898,campus
140,578.6577469669995,191.59514417908434,1.0,3.7037037037037037e-05,3,101.33190768002825,2,129.54558598955717,campus
141,458.0283362617284,532.4543090339124,1.0,3.7037037037037037e-05,10,91.6676632163008,6,158.58420915346093,campus
142,13.860442819520253,11.016086168855633,1.0,3.7037037037037037e-05,0,138.8455094451089,1,289.9861594406021,campus
143,445.22360543091315,617.0521557384099,1.0,3.7037037037037037e-05,10,23.420299643646338,9,164.72986868831183,campus
144,493.305298574313,405.49148446891246,1.0,3.7037037037037037e-05,6,40.45449745777583,7,164.4950605034417,campus
145,518.6239440660011,628.4349784534401,1.0,3.7037037037037037e-05,10,51.1449133410468,11,136.25157259064719,campus
146,337.0120468662703,549.3006839564546,1.0,3.7037037037037037e-05,9,93.28122676445025,10,150.34302713389206,campus
147,19.45409766220183,315.3214903600838,1.0,3.7037037037037037e-05,4,94.61278489104853,0,204.49237745120348,campus
148,148.66422423056264,609.3458495523681,1.0,3.7037037037037037e-05,8,56.9383481674906,9,132.72873169706767,campus
149,2.4058780667504758,274.76107775458956,1.0,3.7037037037037037e-05,4,134.85909791498358,0,175.54896943528104,campus
150,30.602703022982055,376.7303212346129,1.0,3.7037037037037037e-05,4,62.9909598668422,5,250.03475367001917,campus
151,74.33596343619634,482.7285837510066,1.0,3.7037037037037037e-05,4,110.24854400745888,8,142.18403866633523,campus
152,394.4124311332334,582.2338200785485,1.0,3.7037037037037037e-05,10,84.16692616138647,9,121.07720717777305,campus
153,323.8520948670217,142.0369355900726,1.0,3.7037037037037037e-05,1,46.56663949187282,2,144.89338706588842,campus
154,122.42275916270535,112.12930306565748,1.0,3.7037037037037037e-05,0,31.507217058013453,1,158.70193008814488,campus
155,72.23592654090226,216.89056792613118,1.0,3.7037037037037037e-05,0,94.59907846975202,4,158.7117009279727,campus
156,668.8311233139017,421.0363031700349,1.0,3.7037037037037037e-05,7,48.928537287290254,11,203.0592970927676,campus
157,563.3085315782188,506.33869938459617,1.0,3.7037037037037037e-05,11,148.73238608500563,10,151.3012739264993,campus
158,700.1691585404407,122.65073141803302,1.0,3.7037037037037037e-05,3,45.426357420352495,2,232.47121187986926,campus
159,109.16176147698778,382.4642245331259,1.0,3.7037037037037037e-05,4,17.687834154447266,5,171.6632411400665,campus
160,434.6507599202267,688.379382272035,1.0,3.7037037037037037e-05,10,72.71764412938543,9,167.09062936014766,campus
161,441.4697512207578,11.30691452984073,1.0,3.7037037037037037e-05,2,116.41032674729131,1,196.81011087505485,campus
162,459.9034008546092,84.15560924143604,1.0,3.7037037037037037e-05,2,41.31009388777086,1,183.81136950152722,campus
163,267.51970230503775,472.10964259932246,1.0,3.7037037037037037e-05,5,98.8166934341682,9,152.06563356093955,campus
164,348.69531642649224,223.23451630157885,1.0,3.7037037037037037e-05,1,119.74304055816235,2,154.49451484776918,campus
165,314.30384369791295,344.98835140418964,1.0,3.7037037037037037e-05,5,44.560423267872,6,156.15345489433813,campus
166,312.86738276593223,439.8929563891451,1.0,3.7037037037037037e-05,5,73.20985777827445,6,168.21244869282754,campus
167,745.9586024390094,325.77480212248736,1.0,3.7037037037037037e-05,7,103.21525579196711,3,220.7577191295469,campus
168,522.6545155528603,96.58250206924933,1.0,3.7037037037037037e-05,2,61.73359585342396,3,135.09857131769516,campus
169,72.32010639691677,739.4330228021274,1.0,3.7037037037037037e-05,8,117.75151071403957,9,238.33948947710806,campus
170,626.3103543721816,666.556356757179,1.0,3.7037037037037037e-05,11,51.53173405618895,10,164.31492932720863,campus
171,457.77697967988263,352.3903680389242,1.0,3.7037037037037037e-05,6,23.93272890215598,5,178.48595817075864,campus
172,361.89137617755034,510.19415469405743,1.0,3.7037037037037037e-05,9,139.52559690575495,10,155.1129849608194,campus
173,297.4836643608189,608.3781948841531,1.0,3.7037037037037037e-05,9,22.720753744792038,10,170.9035916261203,campus
174,345.6520397293217,383.713014747544,1.0,3.7037037037037037e-05,5,65.72485750000355,6,122.42796299345241,campus
175,653.1662040372681,363.04840513800065,1.0,3.7037037037037037e-05,7,11.235299594644639,6,185.79194592257056,campus
176,423.08566534981105,672.8738009645658,1.0,3.7037037037037037e-05,10,66.46836822180221,9,150.73886185552118,campus
177,667.4096336392226,620.1247391746111,1.0,3.7037037037037037e-05,11,13.091909071127748,10,199.73286323025417,campus
178,190.34243597133556,45.4325925354793,1.0,3.7037037037037037e-05,1,120.15661454481231,0,125.1288542892484,campus
179,312.6676109085334,461.51852159535457,1.0,3.7037037037037037e-05,5,93.04451730559488,9,165.22796281144562,campus
180,234.77125766614958,569.4626963032098,1.0,3.7037037037037037e-05,9,70.95340154124064,8,151.2539131234237,campus
181,523.7168967648626,588.8374096751228,1.0,3.7037037037037037e-05,10,65.92565408033005,11,135.6070511812052,campus
182,401.59285846058845,303.73787183633016,1.0,3.7037037037037037e-05,6,96.59806965280524,5,139.9766966109733,campus
183,146.94014170688456,189.0626431723553,1.0,3.7037037037037037e-05,0,83.61310594775334,1,148.36166898196046,campus
184,391.5751251706326,355.26647573827825,1.0,3.7037037037037037e-05,6,78.4427874258137,5,112.54895315503468,campus
185,74.19794247246206,61.016633979391656,1.0,3.7037037037037037e-05,0,66.57727278706632,1,216.03288013219634,campus
186,299.56432724495926,293.0460176366752,1.0,3.7037037037037037e-05,5,83.30146230372493,1,169.38632978536003,campus
187,690.7989099916717,304.36233530458287,1.0,3.7037037037037037e-05,7,78.54395996577477,3,183.21386380152038,campus
188,323.5648354105041,263.63188241208115,1.0,3.7037037037037037e-05,5,118.58171283130639,1,145.39556000465174,campus
189,8.174048345950816,414.6296182579713,1.0,3.7037037037037037e-05,4,94.47177461231306,8,225.74367889990245,campus
190,615.764736501432,610.1068127952041,1.0,3.7037037037037037e-05,11,41.29526395774049,10,148.672009167458,campus
191,1.22328613175636,709.0243390064275,1.0,3.7037037037037037e-05,8,125.77091977014805,9,292.165385528003,campus
192,311.3249200883829,305.10473959108737,1.0,3.7037037037037037e-05,5,75.57743990445256,6,170.95271489204453,campus
193,346.92779465666496,247.889206424541,1.0,3.7037037037037037e-05,1,139.87971642882388,5,142.62508709900035,campus
194,35.16601009861568,639.6735571878559,1.0,3.7037037037037037e-05,8,60.54537188009728,9,245.98338543733817,campus
195,624.8627538256363,192.57208910871753,1.0,3.7037037037037037e-05,3,74.15719136452431,2,171.17687603246696,campus
196,619.8568248412694,693.6184365039023,1.0,3.7037037037037037e-05,11,78.2404746501605,10,167.48360700211842,campus
197,345.2729042761546,428.7507341804322,1.0,3.7037037037037037e-05,5,84.61065683879545,6,134.051005132061,campus
198,478.1752027502798,528.9908060356975,1.0,3.7037037037037037e-05,10,95.19605604114889,6,155.17854594658516,campus
199,358.9345154636446,392.983068736433,1.0,3.7037037037037037e-05,5,80.53931418115887,6,110.38832824852594,campus
200,696.3949845275973,578.9795533394472,1.0,3.7037037037037037e-05,11,61.01482671054128,7,208.99681782771498,campus
201,740.3522205248385,8.77320767183584,1.0,3.7037037037037037e-05,3,144.10061942601484,2,296.2759254362162,campus
202,184.5044937484923,553.858853859069,1.0,3.7037037037037037e-05,8,114.62739527135204,9,118.76101866349717,campus
203,209.43596585396895,240.90292746859984,1.0,3.7037037037037037e-05,1,136.25640402226713,5,151.08526182394482,campus
204,531.04817812233,736.9885311602899,1.0,3.7037037037037037e-05,10,129.87252586855894,11,167.82979215578374,campus
205,391.56889880877003,111.88442143211863,1.0,3.7037037037037037e-05,2,77.21293956723937,1,111.68484365611734,campus
206,145.12743335138188,3.435521937350073,1.0,3.7037037037037037e-05,0,131.80100109991452,1,181.85101206390243,campus
207,186.35252389955434,635.7568729628124,1.0,3.7037037037037037e-05,8,93.60264626549439,9,95.0511737362027,campus
208,684.165231084398,183.11450840583916,1.0,3.7037037037037037e-05,3,65.3651046374351,7,193.2963379936336,campus
209,173.5001884937276,636.0826758658475,1.0,3.7037037037037037e-05,8,80.92577352878605,9,107.8478309137911,campus
210,623.254760076863,387.54601319864076,1.0,3.7037037037037037e-05,7,34.25647085539792,6,156.12201473151765,campus
211,608.1083327130507,743.0714663265959,1.0,3.7037037037037037e-05,11,128.25883222209407,10,184.34649860638098,campus
212,717.8583989137562,97.76203045037245,1.0,3.7037037037037037e-05,3,68.5890138333629,2,251.59982296092798,campus
213,20.907944580290028,240.40561049628,1.0,3.7037037037037037e-05,0,136.59554082695502,4,152.20839587074516,campus
214,211.5411072648486,652.7456405719885,1.0,3.7037037037037037e-05,9,74.97598951215954,8,121.54354636801324,campus
215,626.2499355532892,504.9778329093959,1.0,3.7037037037037037e-05,11,122.01649661566486,7,133.88928901326167,campus
216,54.72803090071869,183.32026114628013,1.0,3.7037037037037037e-05,0,70.28688875019381,4,194.75234685668275,campus
217,668.939953464552,474.95383761463836,1.0,3.7037037037037037e-05,7,101.7765241224151,11,149.3276434544872,campus
218,746.902184098215,625.4110999583609,1.0,3.7037037037037037e-05,11,92.12975700494694,7,267.5983523134074,campus
219,545.8503252252488,411.0628327883983,1.0,3.7037037037037037e-05,6,86.41613124494496,7,115.01850978926198,campus
220,377.0200649931377,372.9679586320274,1.0,3.7037037037037037e-05,6,90.69501804716495,5,96.40320229604441,campus
221,493.2225626238213,448.7823769341377,1.0,3.7037037037037037e-05,6,78.85859366422005,10,176.67931567949984,campus
222,537.3110419704115,645.9901149047669,1.0,3.7037037037037037e-05,10,73.1135251884881,11,119.59182516839681,campus
223,163.0109750806733,548.1757967431286,1.0,3.7037037037037037e-05,8,102.54886814233573,9,139.72526061414868,campus
224,57.39579960135152,260.350777922277,1.0,3.7037037037037037e-05,4,119.41671669476467,0,140.36272996683934,campus
225,441.3752302446098,167.35136776480036,1.0,3.7037037037037037e-05,2,50.10630349812751,1,166.30733810817182,campus
226,581.7875199507089,720.8768907016206,1.0,3.7037037037037037e-05,11,121.61538175484522,10,149.91750476519704,campus
227,134.16916287441097,533.0138485740041,1.0,3.7037037037037037e-05,8,99.28844865552861,4,163.96138056514974,campus
228,387.36235358489733,694.8280698090799,1.0,3.7037037037037037e-05,10,107.36556974370028,9,128.31635410693525,campus
229,711.9571584362541,613.6780168563183,1.0,3.7037037037037037e-05,11,58.023398393383864,10,244.45181703983482,campus
230,485.6636060478157,178.97086306508288,1.0,3.7037037037037037e-05,2,57.14352168163395,3,177.61390757643815,campus
231,429.6470526974078,87.84228772321224,1.0,3.7037037037037037e-05,2,52.99697667288665,1,153.51835844470634,campus
232,171.42320405337287,211.1601702655122,1.0,3.7037037037037037e-05,0,116.34922578202033,1,139.27114765449315,campus
233,503.21821643821636,719.7090620737808,1.0,3.7037037037037037e-05,10,102.45070825825933,11,179.4690278379336,campus
234,695.5596612732325,183.83516607820567,1.0,3.7037037037037037e-05,3,71.80904192367139,7,194.64811498118618,campus
235,85.24929220439421,703.0478968392126,1.0,3.7037037037037037e-05,8,79.86994602151792,9,210.90719259451072,campus
236,223.64176485149937,588.9415593562989,1.0,3.7037037037037037e-05,9,66.6999276368325,8,134.640137000584,campus
237,31.239158665419193,44.73043218770075,1.0,3.7037037037037037e-05,0,101.39137330468711,1,261.8999574320385,campus
238,221.02355357575945,593.1126274617824,1.0,3.7037037037037037e-05,9,66.95007556759477,8,131.07918907013146,campus
239,47.01044765842669,597.6189219640119,1.0,3.7037037037037037e-05,8,53.297713362635264,4,228.24648490860338,campus
240,518.5499224663575,61.073290852636504,1.0,3.7037037037037037e-05,2,81.46245899559503,3,150.37459042297974,campus
241,629.6107903869171,525.5597348275289,1.0,3.7037037037037037e-05,11,101.23123943588232,7,153.47357041725348,campus
242,655.2359302131965,134.73352398375266,1.0,3.7037037037037037e-05,3,10.021535427797904,2,187.79581201006783,campus
