regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,32,0,128,512,320,94.755,141.38,104.931,0.2183
mixed,2,1,0.5,4.0,32,0,256,1024,640,158.308,196.326,165.188,0.181
mixed,2,1,0.5,4.0,32,0,512,2048,1280,220.87,292.36,285.831,0.9087
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,344.201,488.878,482.735,0.9575
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,587.824,878.874,872.731,0.9789
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,1074.464,1650.577,1641.263,0.9838
mixed,2,1,0.5,4.0,32,512,128,512,320,124.611,147.012,142.982,0.8201
mixed,2,1,0.5,4.0,32,512,256,1024,640,166.47,240.808,191.237,0.3332
mixed,2,1,0.5,4.0,32,512,512,2048,1280,289.225,435.564,291.946,0.0186
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,531.503,677.714,528.974,-0.0173
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,775.413,1063.712,1012.539,0.8225
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,1263.363,1836.466,1829.493,0.9878
mixed,2,1,0.5,4.0,32,1024,128,512,320,173.318,196.422,191.558,0.7895
mixed,2,1,0.5,4.0,32,1024,256,1024,640,208.582,245.351,240.774,0.8755
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,289.384,436.557,337.834,0.3292
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,533.71,825.305,535.152,0.0049
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,962.299,1256.834,1015.709,0.1813
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,1451.594,2023.519,1975.8,0.9166
mixed,2,1,0.5,4.0,32,2048,128,512,320,270.313,293.703,288.202,0.7648
mixed,2,1,0.5,4.0,32,2048,256,1024,640,306.281,342.41,337.097,0.8529
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,368.937,441.965,435.5,0.9115
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,534.256,826.968,629.617,0.3258
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,1019.231,1605.996,1021.63,0.0041
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,1826.544,2404.677,1985.496,0.2749
mixed,2,1,0.5,4.0,32,4096,128,512,320,464.108,486.509,481.773,0.7886
mixed,2,1,0.5,4.0,32,4096,256,1024,640,499.311,536.751,530.382,0.8299
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,561.55,636.786,628.915,0.8954
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,685.138,833.24,824.63,0.9419
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,1022.426,1609.356,1212.901,0.3245
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,1990.681,3155.929,1990.683,0.0
mixed,2,1,0.5,4.0,32,8192,128,512,320,854.326,878.615,869.078,0.6074
mixed,2,1,0.5,4.0,32,8192,256,1024,640,886.936,924.155,915.899,0.7782
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,949.723,1024.511,1013.212,0.8489
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,1073.854,1219.525,1208.961,0.9275
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,1319.208,1618.541,1601.133,0.9418
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,1995.992,3160.311,2373.799,0.3245
mixed,2,1,0.5,4.0,64,0,128,512,320,95.299,141.731,105.058,0.2102
mixed,2,1,0.5,4.0,64,0,256,1024,640,163.045,198.79,164.803,0.0492
mixed,2,1,0.5,4.0,64,0,512,2048,1280,224.454,298.695,286.505,0.8358
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,350.123,491.566,486.157,0.9618
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,589.809,878.843,874.647,0.9855
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,1074.493,1653.808,1645.258,0.9852
mixed,2,1,0.5,4.0,64,512,128,512,320,125.219,147.268,143.908,0.8476
mixed,2,1,0.5,4.0,64,512,256,1024,640,165.892,240.038,192.678,0.3613
mixed,2,1,0.5,4.0,64,512,512,2048,1280,288.808,433.964,291.466,0.0183
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,532.078,685.94,529.902,-0.0141
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,785.398,1077.31,1009.79,0.7687
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,1269.892,1844.177,1835.507,0.9849
mixed,2,1,0.5,4.0,64,1024,128,512,320,174.309,195.59,192.037,0.833
mixed,2,1,0.5,4.0,64,1024,256,1024,640,208.934,245.542,241.096,0.8786
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,288.649,435.565,339.017,0.3428
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,532.271,823.094,535.503,0.0111
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,973.21,1266.979,1014.94,0.1421
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,1459.467,2039.708,1974.457,0.8875
mixed,2,1,0.5,4.0,64,2048,128,512,320,271.656,292.648,288.617,0.808
mixed,2,1,0.5,4.0,64,2048,256,1024,640,304.583,342.377,338.57,0.8993
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,366.729,441.643,435.948,0.924
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,532.239,824.598,630.514,0.3361
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,1019.611,1602.475,1019.454,-0.0003
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,1841.525,2414.119,1980.887,0.2434
mixed,2,1,0.5,4.0,64,4096,128,512,320,465.644,487.246,481.068,0.714
mixed,2,1,0.5,4.0,64,4096,256,1024,640,498.924,537.517,529.966,0.8043
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,560.879,634.321,628.786,0.9246
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,683.314,831.414,823.605,0.9473
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,1019.964,1604.842,1212.738,0.3296
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,1993.946,3156.024,1988.44,-0.0047
mixed,2,1,0.5,4.0,64,8192,128,512,320,853.4,873.624,868.664,0.7547
mixed,2,1,0.5,4.0,64,8192,256,1024,640,885.372,924.827,916.763,0.7956
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,948.379,1022.492,1012.955,0.8713
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,1070.399,1219.585,1210.593,0.9397
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,1319.396,1621.868,1603.402,0.9389
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,1995.83,3157.493,2374.912,0.3263
mixed,2,1,0.5,4.0,128,0,128,512,320,96.642,142.595,119.139,0.4896
mixed,2,1,0.5,4.0,128,0,256,1024,640,166.63,239.464,169.445,0.0386
mixed,2,1,0.5,4.0,128,0,512,2048,1280,278.023,351.305,287.783,0.1332
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,399.755,546.191,526.927,0.8684
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,641.49,928.859,926.617,0.9922
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,1125.887,1705.645,1693.261,0.9786
mixed,2,1,0.5,4.0,128,512,128,512,320,148.965,152.295,148.643,-0.0967
mixed,2,1,0.5,4.0,128,512,256,1024,640,170.405,245.094,237.831,0.9028
mixed,2,1,0.5,4.0,128,512,512,2048,1280,288.999,435.628,355.466,0.4533
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,532.91,822.581,553.07,0.0696
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,973.818,1264.099,1013.628,0.1371
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,1454.984,2033.559,1972.597,0.8946
mixed,2,1,0.5,4.0,128,1024,128,512,320,242.857,244.327,243.27,0.281
mixed,2,1,0.5,4.0,128,1024,256,1024,640,245.191,248.678,244.486,-0.2022
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,293.415,437.259,405.899,0.782
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,533.295,823.893,644.337,0.3821
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,1019.546,1593.737,1034.653,0.0263
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,1786.547,2363.101,1979.479,0.3346
mixed,2,1,0.5,4.0,128,2048,128,512,320,433.323,434.252,434.218,0.9634
mixed,2,1,0.5,4.0,128,2048,256,1024,640,435.212,438.765,435.563,0.0988
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,438.478,446.348,440.271,0.2278
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,538.478,830.775,745.556,0.7085
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,1021.241,1605.1,1221.44,0.3429
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,1992.051,3020.657,2000.408,0.0081
mixed,2,1,0.5,4.0,128,4096,128,512,320,671.887,806.84,729.042,0.4235
mixed,2,1,0.5,4.0,128,4096,256,1024,640,818.645,819.923,823.925,4.1315
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,829.301,822.165,822.325,
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,823.575,836.404,831.254,0.5986
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,1025.18,1611.98,1422.34,0.6768
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,1996.246,3161.78,2380.257,0.3295
mixed,2,1,0.5,4.0,128,8192,128,512,320,1061.563,1200.641,1119.007,0.413
mixed,2,1,0.5,4.0,128,8192,256,1024,640,1265.474,1475.688,1330.724,0.3104
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,1588.747,1589.579,1587.98,-0.9219
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,1590.474,1610.889,1606.381,0.7792
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,1593.708,1619.21,1612.971,0.7554
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,2005.748,3168.209,2780.298,0.6663
mixed,2,1,0.5,4.0,256,0,128,512,320,132.708,172.964,158.564,0.6423
mixed,2,1,0.5,4.0,256,0,256,1024,640,191.59,250.503,220.006,0.4823
mixed,2,1,0.5,4.0,256,0,512,2048,1280,293.064,437.515,329.129,0.2497
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,533.935,707.858,551.117,0.0988
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,802.997,1091.421,1013.371,0.7294
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,1288.835,1865.073,1854.737,0.9821
mixed,2,1,0.5,4.0,256,512,128,512,320,246.663,254.406,249.734,0.3966
mixed,2,1,0.5,4.0,256,512,256,1024,640,256.998,344.264,312.169,0.6322
mixed,2,1,0.5,4.0,256,512,512,2048,1280,372.906,508.687,437.42,0.4751
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,596.272,829.237,678.901,0.3547
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,1022.746,1605.805,1108.734,0.1475
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,1806.894,2387.199,2014.454,0.3577
mixed,2,1,0.5,4.0,256,1024,128,512,320,380.105,388.715,383.209,0.3605
mixed,2,1,0.5,4.0,256,1024,256,1024,640,394.155,396.713,389.163,-1.9515
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,431.052,584.079,537.134,0.6932
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,657.361,932.379,783.478,0.4586
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,1112.158,1610.927,1256.58,0.2896
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,1996.084,2899.182,2106.492,0.1223
mixed,2,1,0.5,4.0,256,2048,128,512,320,656.37,659.792,653.586,-0.8136
mixed,2,1,0.5,4.0,256,2048,256,1024,640,666.58,675.473,664.85,-0.1945
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,679.057,682.802,678.418,-0.1706
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,792.885,1065.054,969.85,0.6502
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,1236.513,1801.232,1454.182,0.3854
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,2065.077,3164.373,2409.601,0.3134
mixed,2,1,0.5,4.0,256,4096,128,512,320,1046.875,1159.903,1083.323,0.3225
mixed,2,1,0.5,4.0,256,4096,256,1024,640,1219.425,1232.033,1225.214,0.4592
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,1233.665,1249.727,1236.737,0.1913
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,1246.241,1256.513,1249.152,0.2834
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1513.45,2025.558,1834.064,0.6261
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,2397.788,3531.65,2799.463,0.3543
mixed,2,1,0.5,4.0,256,8192,128,512,320,1812.72,1928.373,1850.959,0.3306
mixed,2,1,0.5,4.0,256,8192,256,1024,640,1984.342,2163.161,2016.405,0.1793
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,2283.037,2381.405,2348.544,0.6659
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,2380.254,2397.217,2383.612,0.198
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,2399.33,2427.836,2400.383,0.0369
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,2963.121,3966.602,3571.777,0.6065
mixed,2,1,0.5,4.0,512,0,128,512,320,244.454,274.343,258.215,0.4604
mixed,2,1,0.5,4.0,512,0,256,1024,640,296.136,358.058,328.617,0.5245
mixed,2,1,0.5,4.0,512,0,512,2048,1280,399.083,518.51,460.203,0.5118
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,599.44,853.526,693.746,0.3712
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,1030.363,1599.017,1133.02,0.1805
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,1792.464,2377.214,2028.47,0.4036
mixed,2,1,0.5,4.0,512,512,128,512,320,460.396,481.644,465.324,0.2319
mixed,2,1,0.5,4.0,512,512,256,1024,640,494.286,538.351,502.606,0.1888
mixed,2,1,0.5,4.0,512,512,512,2048,1280,584.4,711.093,648.242,0.5039
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,791.862,1030.618,916.855,0.5235
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,1193.375,1696.205,1395.878,0.4027
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,2053.365,3171.862,2277.181,0.2001
mixed,2,1,0.5,4.0,512,1024,128,512,320,680.529,699.315,685.043,0.2403
mixed,2,1,0.5,4.0,512,1024,256,1024,640,707.602,733.139,708.883,0.0502
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,745.523,891.064,822.453,0.5286
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,959.033,1224.511,1091.868,0.5004
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1404.294,1866.451,1621.515,0.47
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,2214.552,3254.293,2528.512,0.302
mixed,2,1,0.5,4.0,512,2048,128,512,320,1113.278,1147.55,1131.07,0.5191
mixed,2,1,0.5,4.0,512,2048,256,1024,640,1151.006,1172.83,1156.158,0.2361
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,1188.768,1210.686,1187.84,-0.0423
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,1295.138,1563.338,1465.894,0.6367
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1727.533,2270.652,2002.579,0.5064
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,2598.98,3586.648,3084.208,0.4913
mixed,2,1,0.5,4.0,512,4096,128,512,320,1879.856,1973.393,1911.73,0.3408
mixed,2,1,0.5,4.0,512,4096,256,1024,640,2021.428,2080.597,2053.971,0.55
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,2098.356,2124.759,2103.478,0.194
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,2140.952,2158.36,2136.377,-0.2628
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,2438.975,2899.34,2725.99,0.6235
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,3255.156,4379.729,3916.649,0.5882
mixed,2,1,0.5,4.0,512,8192,128,512,320,3402.617,3490.493,3428.279,0.292
mixed,2,1,0.5,4.0,512,8192,256,1024,640,3536.762,3681.822,3572.669,0.2475
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,3772.517,3963.558,3860.835,0.4623
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,3996.037,4024.456,4001.705,0.1994
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,4038.442,4071.787,4036.679,-0.0529
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,4731.834,5576.393,5209.061,0.5651
mixed,2,1,0.5,4.0,1024,0,128,512,320,626.449,651.952,632.082,0.2209
mixed,2,1,0.5,4.0,1024,0,256,1024,640,661.968,707.09,669.395,0.1646
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,752.34,883.093,814.037,0.4719
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,963.256,1210.239,1092.028,0.5214
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,1369.924,1854.865,1616.043,0.5075
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,2196.121,3239.218,2504.67,0.2958
mixed,2,1,0.5,4.0,1024,512,128,512,320,1031.931,1053.051,1039.163,0.3424
mixed,2,1,0.5,4.0,1024,512,256,1024,640,1066.972,1100.477,1066.875,-0.0029
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,1122.843,1251.586,1182.559,0.4638
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,1341.793,1599.272,1469.796,0.4971
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1766.062,2248.506,2021.044,0.5285
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,2562.561,3554.204,3025.134,0.4665
mixed,2,1,0.5,4.0,1024,1024,128,512,320,1436.164,1461.798,1442.694,0.2547
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,1472.039,1444.964,1412.708,
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,1466.181,1551.72,1478.504,0.1441
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,1638.606,1894.738,1760.651,0.4765
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,2059.188,2544.001,2304.381,0.5057
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,2838.347,3751.329,3318.07,0.5254
mixed,2,1,0.5,4.0,1024,2048,128,512,320,2139.703,2160.729,2143.959,0.2024
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,2175.703,2204.632,2174.136,-0.0542
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,2227.674,2292.124,2227.93,0.004
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,2334.779,2661.732,2557.857,0.6823
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,2866.44,3398.808,3127.535,0.4904
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,3751.038,4718.875,4264.431,0.5305
mixed,2,1,0.5,4.0,1024,4096,128,512,320,3860.867,3890.181,3862.819,0.0666
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,3901.027,3944.868,3900.997,-0.0007
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,3965.764,4018.086,3972.131,0.1217
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,4055.016,4167.083,4058.826,0.034
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,4317.646,4835.962,4612.692,0.5692
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,5187.333,6267.681,5404.874,0.2014
mixed,2,1,0.5,4.0,1024,8192,128,512,320,6532.357,6568.744,6533.224,0.0238
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,6577.512,6656.585,6610.633,0.4189
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,6711.406,6865.838,6787.466,0.4925
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,6912.91,6986.578,6927.534,0.1985
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,7043.575,7123.223,7020.148,-0.2941
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,7570.433,8462.552,8200.756,0.7065
mixed,2,1,0.5,4.0,2048,0,128,512,320,1848.848,1872.623,1858.223,0.3943
mixed,2,1,0.5,4.0,2048,0,256,1024,640,1886.192,1917.36,1886.064,-0.0041
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,1942.129,2023.443,1952.787,0.1311
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,2111.799,2359.004,2229.723,0.477
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,2531.584,3012.044,2773.062,0.5026
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,3329.013,4229.611,3796.481,0.5191
mixed,2,1,0.5,4.0,2048,512,128,512,320,2591.585,2614.149,2595.202,0.1603
mixed,2,1,0.5,4.0,2048,512,256,1024,640,2621.218,2656.228,2624.355,0.0896
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,2680.132,2745.862,2675.17,-0.0755
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,2810.024,3066.446,2933.161,0.4802
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,3237.584,3733.216,3488.217,0.5057
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,4057.511,4993.441,4543.571,0.5193
mixed,2,1,0.5,4.0,2048,1024,128,512,320,3321.111,3354.037,3327.67,0.1992
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,3356.117,3397.847,3360.309,0.1005
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,3411.129,3481.722,3412.951,0.0258
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,3526.107,3761.826,3626.618,0.4264
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,3940.357,4443.059,4190.251,0.4971
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,4767.737,5735.76,5267.27,0.516
mixed,2,1,0.5,4.0,2048,2048,128,512,320,4798.138,4815.515,4798.681,0.0312
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,4826.139,4864.159,4830.814,0.123
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,4896.638,4958.846,4881.311,-0.2464
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,5000.801,5150.563,5025.825,0.1671
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,5339.527,5848.949,5584.976,0.4818
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,6204.414,7184.663,6686.89,0.4922
mixed,2,1,0.5,4.0,2048,4096,128,512,320,7724.518,7753.736,7736.806,0.4206
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,7755.813,7821.42,7774.025,0.2776
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,7817.635,7879.015,7819.238,0.0261
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,7937.483,8066.445,7936.202,-0.0099
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,8154.861,8626.046,8344.468,0.4024
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,8979.78,10020.414,9493.33,0.4935
mixed,2,1,0.5,4.0,2048,8192,128,512,320,13618.644,13634.714,13604.962,-0.8514
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,13658.845,13696.577,13664.16,0.1409
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,13760.446,13788.098,13731.995,-1.0289
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,13816.292,13935.914,13843.486,0.2273
